record,name_to_match,OrderNo,Type,Key,Name,Stn,AOR,pState,Norm,AlarmGroup,ICAddress,FeedbackKey,pDeviceInstance,pCtrlState,pScale,HiControlLimit,LoControlLimit,Setpoint_emulation,Name_Status_Source  ,Desc  ,Zones  ,PreSuffx  ,Telem_A  ,Open_A  ,Open_B  ,Close_A  ,Normal_State  
2044,"PS,S6G230",2044,5,"""02055058""","""SB PSEUDO SWITCH""",055,1,216,0,1,"""""","""""",1210,"""""","""""","""""","""""","""""","PS,S6G230  ",SB PSEUDO SWITCH  ,1  ,15,  ,  ,  ,  ,0
2045,"PS,CMSQ22",2045,5,"""02055059""","""START DEF GENERATORS""",055,10,231,0,1,"""""","""""",1211,"""""","""""","""""","""""","""""","PS,CMSQ22  ",START DEF GENERATORS  ,1 2 3 4 5 6 7 8  ,30,  ,  ,  ,  ,0
2046,"BW,2R",2046,2,"""01015027""","""BW BKR 2 RECLOSER""",015,4,205,0,1,"""""","""""",37,"""""","""""","""""","""""","""""","BW,2R      ",BW BKR 2 RECLOSER  ,4  ,4,0  ,6  ,0  ,6  ,0
2047,"PS,LC324",2047,8,"""12023006""","""PSEUDO SWITCH""",023,6,216,0,1,"""""","""""",1212,"""""","""""","""""","""""","""""","PS,LC324   ",PSEUDO SWITCH  ,6  ,15,  ,  ,  ,  ,0
2048,"SPR,ACBP",2048,5,"""02067026""","""MODEL STATUS""",067,10,218,0,1,"""""","""""",1213,"""""","""""","""""","""""","""""","SPR,ACBP    ",MODEL STATUS  ,1 2 3 4 5 6 7 8  ,17,  ,  ,  ,  ,0
2049,"PS,WO371",2049,8,"""12073019""","""PSEUDO SWITCH""",073,10,216,0,1,"""""","""""",1214,"""""","""""","""""","""""","""""","PS,WO371   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
2050,"PS,WO376",2050,8,"""12073020""","""PSEUDO SWITCH""",073,10,216,0,1,"""""","""""",1215,"""""","""""","""""","""""","""""","PS,WO376   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
2051,"PS,WO3MC1",2051,8,"""12073021""","""PSEUDO SWITCH""",073,10,216,0,1,"""""","""""",1216,"""""","""""","""""","""""","""""","PS,WO3MC1  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
2052,"PS,BN2TS3",2052,5,"""02039002""","""367126 D50,51,52""",039,10,216,0,1,"""""","""""",1217,"""""","""""","""""","""""","""""","PS,BN2TS3  ","367126 D50,51,52  ",1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
2053,"BY,643SLR",2053,1,"""01002036""","""BY 643S LRS/SYS FAIL""",002,4,227,0,1,"""""","""""",1218,"""""","""""","""""","""""","""""","BY,643SLR  ",BY 643S LRS/SYS FAIL  ,4  ,26,1  ,  ,  ,  ,0
2054,"BY,642SLR",2054,1,"""01002037""","""BY 642S LOC/REM""",002,4,227,0,1,"""""","""""",1219,"""""","""""","""""","""""","""""","BY,642SLR  ",BY 642S LOC/REM  ,4  ,26,6  ,  ,  ,  ,0
2055,"BY,642SDC",2055,1,"""01002038""","""BY MOSW 642S LOSS DC""",002,4,227,0,1,"""""","""""",1220,"""""","""""","""""","""""","""""","BY,642SDC  ",BY MOSW 642S LOSS DC  ,4  ,26,6  ,  ,  ,  ,0
2056,"BY,643SDC",2056,1,"""01002039""","""BY MOSW 643S LOSS DC""",002,4,227,0,1,"""""","""""",1221,"""""","""""","""""","""""","""""","BY,643SDC  ",BY MOSW 643S LOSS DC  ,4  ,26,6  ,  ,  ,  ,0
2057,"PS,S6G249",2057,5,"""02055060""","""SB PSEUDO SWITCH""",055,1,216,0,1,"""""","""""",1222,"""""","""""","""""","""""","""""","PS,S6G249  ",SB PSEUDO SWITCH  ,1  ,15,  ,  ,  ,  ,0
2058,"PS,S6G273",2058,5,"""02055061""","""SB PSEUDO SWITCH""",055,1,216,0,1,"""""","""""",1223,"""""","""""","""""","""""","""""","PS,S6G273  ",SB PSEUDO SWITCH  ,1  ,15,  ,  ,  ,  ,0
2059,"DI,7BF",2059,1,"""01001091""","""BKR 7 FAIL""",001,3,220,0,1,"""""","""""",310,"""""","""""","""""","""""","""""","DI,7BF     ",BKR 7 FAIL  ,3  ,19,9  ,  ,  ,  ,0
2060,"PS,S6G285",2060,5,"""02055062""","""SB PSEUDO SWITCH""",055,1,216,0,1,"""""","""""",1224,"""""","""""","""""","""""","""""","PS,S6G285  ",SB PSEUDO SWITCH  ,1  ,15,  ,  ,  ,  ,0
2061,"AC,3GT",2061,2,"""01035016""","""AC BKR 3 GRND TRIP BLK""",035,5,222,0,1,"""""","""""",42,"""""","""""","""""","""""","""""","AC,3GT     ",AC BKR 3 GRND TRIP BLK  ,5  ,21,0  ,8  ,0  ,8  ,0
2062,"AC,3LR",2062,1,"""01035017""","""AC BKR 3 LOC/REM SW""",035,5,214,0,1,"""""","""""",8,"""""","""""","""""","""""","""""","AC,3LR     ",AC BKR 3 LOC/REM SW  ,5  ,13,0  ,  ,  ,  ,0
2063,"PS,S8G258",2063,5,"""02055063""","""SB PSEUDO SWITCH""",055,1,216,0,1,"""""","""""",1225,"""""","""""","""""","""""","""""","PS,S8G258  ",SB PSEUDO SWITCH  ,1  ,15,  ,  ,  ,  ,0
2064,"BR,1R",2064,2,"""01029018""","""BR BKR 1 RECLOSER""",029,5,205,0,1,"""""","""""",14,"""""","""""","""""","""""","""""","BR,1R      ",BR BKR 1 RECLOSER  ,5  ,4,0  ,1  ,0  ,1  ,0
2065,"BR,1GT",2065,2,"""01029019""","""BR BKR 1 GRND TRIP BLOCK""",029,5,222,0,1,"""""","""""",15,"""""","""""","""""","""""","""""","BR,1GT     ",BR BKR 1 GRND TRIP BLOCK  ,5  ,21,0  ,2  ,0  ,2  ,0
2066,"BR,1LR",2066,1,"""01029020""","""BR BKR 1 LOC/REM SW""",029,5,214,0,1,"""""","""""",17,"""""","""""","""""","""""","""""","BR,1LR     ",BR BKR 1 LOC/REM SW  ,5  ,13,0  ,  ,  ,  ,0
2067,"AC,4",2067,2,"""01035018""","""AC FEEDER BKR 4""",035,5,202,0,1,"""""","""""",237,"""""","""""","""""","""""","""""","AC,4       ",AC FEEDER BKR 4  ,5  ,1,0  ,9  ,0  ,9  ,0
2068,"AC,4R",2068,2,"""01035019""","""AC BKR 4 RECLOSER""",035,5,205,0,1,"""""","""""",294,"""""","""""","""""","""""","""""","AC,4R      ",AC BKR 4 RECLOSER  ,5  ,4,0  ,10  ,0  ,10  ,0
2069,"FI,35C127",2069,1,"""01019020""","""FI MOSW STAT/CNTRL COMM""",019,4,227,0,1,"""""","""""",60,"""""","""""","""""","""""","""""","FI,35C127  ",FI MOSW STAT/CNTRL COMM  ,4  ,26,0  ,  ,  ,  ,0
2070,"PS,SA2URG",2070,5,"""02056001""","""715204D53,54,55""",056,10,216,0,1,"""""","""""",1226,"""""","""""","""""","""""","""""","PS,SA2URG  ","715204D53,54,55  ",1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
2071,"PS,SA3URG",2071,5,"""02056002""","""715204D56,57,58""",056,10,216,0,1,"""""","""""",1227,"""""","""""","""""","""""","""""","PS,SA3URG  ","715204D56,57,58  ",1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
2072,"PS,SA2TS3",2072,5,"""02056003""","""715204D50,51,52""",056,10,216,0,1,"""""","""""",1228,"""""","""""","""""","""""","""""","PS,SA2TS3  ","715204D50,51,52  ",1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
2073,"PS,6G385",2073,5,"""02055064""","""SB 6W727 LD SD SW""",055,10,216,0,1,"""""","""""",1229,"""""","""""","""""","""""","""""","PS,6G385   ",SB 6W727 LD SD SW  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
2074,"LC,MTXSC",2074,1,"""01023009""","""MOBIL TX SELF CK""",023,7,227,0,1,"""""","""""",406,"""""","""""","""""","""""","""""","LC,MTXSC   ",MOBIL TX SELF CK  ,7  ,26,15  ,  ,  ,  ,0
2075,"SPR,UPST",2075,5,"""02067027""","""MODEL STATUS""",067,10,218,0,1,"""""","""""",1230,"""""","""""","""""","""""","""""","SPR,UPST    ",MODEL STATUS  ,1 2 3 4 5 6 7 8  ,17,  ,  ,  ,  ,0
2076,"G5,G5RUN",2076,1,"""01024002""","""GEN 5 RUNNING""",024,3,218,0,1,"""""","""""",1231,"""""","""""","""""","""""","""""","G5,G5RUN   ",GEN 5 RUNNING  ,3  ,17,0  ,  ,  ,  ,0
2077,"PS,CMSQ42",2077,5,"""02055065""","""""",055,10,231,0,1,"""""","""""",1232,"""""","""""","""""","""""","""""","PS,CMSQ42  ",  ,1 2 3 4 5 6 7 8  ,30,  ,  ,  ,  ,0
2078,"PS,CMSQ39",2078,5,"""02055066""","""WS CAP RM TO LWR VOLTS""",055,10,231,0,1,"""""","""""",1233,"""""","""""","""""","""""","""""","PS,CMSQ39  ",WS CAP RM TO LWR VOLTS  ,1 2 3 4 5 6 7 8  ,30,  ,  ,  ,  ,0
2079,"PS,CMSQ38",2079,5,"""02055067""","""""",055,10,231,0,1,"""""","""""",1234,"""""","""""","""""","""""","""""","PS,CMSQ38  ",  ,1 2 3 4 5 6 7 8  ,30,  ,  ,  ,  ,0
2080,"SPR,DA",2080,5,"""02067028""","""MODEL STATUS""",067,10,218,0,1,"""""","""""",1235,"""""","""""","""""","""""","""""","SPR,DA      ",MODEL STATUS  ,1 2 3 4 5 6 7 8  ,17,  ,  ,  ,  ,0
2081,"OPS,FS",2081,5,"""02063001""","""ACCESS RTU FAST SCAN""",063,10,226,0,1,"""""","""""",6,"""""","""""","""""","""""","""""","OPS,FS      ",ACCESS RTU FAST SCAN  ,1 2 3 4 5 6 7 8  ,25,  ,  ,  ,  ,0
2082,"BR,2",2082,2,"""01029021""","""BR FEEDER BKR 2""",029,5,202,0,1,"""""","""""",36,"""""","""""","""""","""""","""""","BR,2       ",BR FEEDER BKR 2  ,5  ,1,0  ,4  ,0  ,4  ,0
2083,"PS,HA2205",2083,8,"""12020019""","""PSEUDO SWITCH""",020,10,216,0,1,"""""","""""",1236,"""""","""""","""""","""""","""""","PS,HA2205  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
2084,"OPS,D4",2084,1,"""01063002""","""OPS ENG ENTR DOOR 4""",063,8,217,0,1,"""""","""""",1237,"""""","""""","""""","""""","""""","OPS,D4      ",OPS ENG ENTR DOOR 4  ,8  ,16,0  ,  ,  ,  ,0
2085,"OPS,D52",2085,1,"""01063003""","""OPS TOWER STAIRWELL""",063,8,216,0,1,"""""","""""",1238,"""""","""""","""""","""""","""""","OPS,D52     ",OPS TOWER STAIRWELL  ,8  ,15,0  ,  ,  ,  ,0
2086,"BR,2R",2086,2,"""01029022""","""BR BKR 2 RECLOSER""",029,5,205,0,1,"""""","""""",37,"""""","""""","""""","""""","""""","BR,2R      ",BR BKR 2 RECLOSER  ,5  ,4,0  ,5  ,0  ,5  ,0
2087,"OPS,D78",2087,1,"""01063004""","""OPS B&G STORAGE""",063,8,216,0,1,"""""","""""",1239,"""""","""""","""""","""""","""""","OPS,D78     ",OPS B&G STORAGE  ,8  ,15,0  ,  ,  ,  ,0
2088,"OPS,D80",2088,1,"""01063005""","""OPS B & G SHOP""",063,8,216,0,1,"""""","""""",1240,"""""","""""","""""","""""","""""","OPS,D80     ",OPS B & G SHOP  ,8  ,15,0  ,  ,  ,  ,0
2089,"OPS,D82",2089,1,"""01063006""","""OPS WEST TX SHOP""",063,8,216,0,1,"""""","""""",1241,"""""","""""","""""","""""","""""","OPS,D82     ",OPS WEST TX SHOP  ,8  ,15,0  ,  ,  ,  ,0
2090,"OPS,D97",2090,1,"""01063007""","""OPS CTR DOOR 97""",063,8,216,0,1,"""""","""""",1242,"""""","""""","""""","""""","""""","OPS,D97     ",OPS CTR DOOR 97  ,8  ,15,0  ,  ,  ,  ,0
2091,"KH,1GT",2091,2,"""01038013""","""BKR 1 GRND TRIP BLK""",038,1,222,0,1,"""""","""""",15,"""""","""""","""""","""""","""""","KH,1GT     ",BKR 1 GRND TRIP BLK  ,1  ,21,0  ,2  ,0  ,2  ,0
2092,"OPS,D93",2092,1,"""01063008""","""OPS NORTH TX SHOP""",063,8,216,0,1,"""""","""""",1243,"""""","""""","""""","""""","""""","OPS,D93     ",OPS NORTH TX SHOP  ,8  ,15,0  ,  ,  ,  ,0
2093,"BR,2GT",2093,2,"""01029023""","""BR BKR 2 GRND TRIP BLOCK""",029,5,222,0,1,"""""","""""",38,"""""","""""","""""","""""","""""","BR,2GT     ",BR BKR 2 GRND TRIP BLOCK  ,5  ,21,0  ,6  ,0  ,6  ,0
2094,"OPS,D88",2094,1,"""01063009""","""OPS TX SHOP WRHOUSE""",063,8,216,0,1,"""""","""""",1244,"""""","""""","""""","""""","""""","OPS,D88     ",OPS TX SHOP WRHOUSE  ,8  ,15,0  ,  ,  ,  ,0
2095,"OPS,D70",2095,1,"""01063010""","""OPS ELEC SHOP""",063,8,216,0,1,"""""","""""",1245,"""""","""""","""""","""""","""""","OPS,D70     ",OPS ELEC SHOP  ,8  ,15,0  ,  ,  ,  ,0
2096,"OPS,D68",2096,1,"""01063011""","""OPS D68 SIDE""",063,8,216,0,1,"""""","""""",1246,"""""","""""","""""","""""","""""","OPS,D68     ",OPS D68 SIDE  ,8  ,15,0  ,  ,  ,  ,0
2097,"OPS,D69",2097,1,"""01063012""","""OPS ESIDE STR WELL""",063,8,216,0,1,"""""","""""",1247,"""""","""""","""""","""""","""""","OPS,D69     ",OPS ESIDE STR WELL  ,8  ,15,0  ,  ,  ,  ,0
2098,"OPS,D24",2098,1,"""01063013""","""OPS METER SHOP""",063,8,216,0,1,"""""","""""",1248,"""""","""""","""""","""""","""""","OPS,D24     ",OPS METER SHOP  ,8  ,15,0  ,  ,  ,  ,0
2099,"OPS,D21",2099,1,"""01063014""","""OPS DOOR 21, 22 & 23""",063,8,216,0,1,"""""","""""",1249,"""""","""""","""""","""""","""""","OPS,D21     ","OPS DOOR 21, 22 & 23  ",8  ,15,1  ,  ,  ,  ,0
2100,"OPS,G28",2100,1,"""01063015""","""TOWER GATE 28""",063,12,216,0,1,"""""","""""",1250,"""""","""""","""""","""""","""""","OPS,G28     ",TOWER GATE 28  ,7 8  ,15,1  ,  ,  ,  ,0
2101,"OPS,G21",2101,1,"""01063016""","""OPS/ENG GATE 21 HWY100""",063,12,216,0,1,"""""","""""",1251,"""""","""""","""""","""""","""""","OPS,G21     ",OPS/ENG GATE 21 HWY100  ,7 8  ,15,1  ,  ,  ,  ,0
2102,"BR,2LR",2102,1,"""01029024""","""BR BKR 2 LOC/REM SW""",029,5,214,0,1,"""""","""""",39,"""""","""""","""""","""""","""""","BR,2LR     ",BR BKR 2 LOC/REM SW  ,5  ,13,0  ,  ,  ,  ,0
2103,"BR,3",2103,2,"""01029025""","""BR FEEDER BKR 3""",029,5,202,0,1,"""""","""""",40,"""""","""""","""""","""""","""""","BR,3       ",BR FEEDER BKR 3  ,5  ,1,0  ,8  ,0  ,8  ,0
2104,"WE,6GT",2104,2,"""01069030""","""WE BKR 6 GRND TRIP BLK""",069,4,222,0,1,"""""","""""",450,"""""","""""","""""","""""","""""","WE,6GT     ",WE BKR 6 GRND TRIP BLK  ,4  ,21,1  ,45  ,0  ,45  ,0
2105,"LC,TU86TC",2105,1,"""01023010""","""TU 86T TRIP-COIL MON""",023,3,227,0,1,"""""","""""",1252,"""""","""""","""""","""""","""""","LC,TU86TC  ",TU 86T TRIP-COIL MON  ,3  ,26,11  ,  ,  ,  ,0
2106,"WO,35C109",2106,1,"""01073008""","""WO 2100-1 ALARM COM 9""",073,4,227,0,1,"""""","""""",3,"""""","""""","""""","""""","""""","WO,35C109  ",WO 2100-1 ALARM COM 9  ,4  ,26,8  ,  ,  ,  ,0
2107,"PS,CMSQ40",2107,5,"""02055068""","""""",055,10,231,0,1,"""""","""""",1253,"""""","""""","""""","""""","""""","PS,CMSQ40  ",  ,1 2 3 4 5 6 7 8  ,30,  ,  ,  ,  ,0
2108,"BW,2GT",2108,2,"""01015028""","""BW BKR 2 GRND TRIP""",015,4,222,0,1,"""""","""""",38,"""""","""""","""""","""""","""""","BW,2GT     ",BW BKR 2 GRND TRIP  ,4  ,21,0  ,7  ,0  ,7  ,0
2109,"BW,2BF",2109,1,"""01015029""","""BW BKR 2 BREAKER FAIL""",015,4,220,0,1,"""""","""""",10,"""""","""""","""""","""""","""""","BW,2BF     ",BW BKR 2 BREAKER FAIL  ,4  ,19,0  ,  ,  ,  ,0
2110,"BW,2LR",2110,1,"""01015030""","""BW BKR 2 LOC/REMOTE SW""",015,4,214,0,1,"""""","""""",39,"""""","""""","""""","""""","""""","BW,2LR     ",BW BKR 2 LOC/REMOTE SW  ,4  ,13,0  ,  ,  ,  ,0
2111,"BW,BATTDC",2111,1,"""01015031""","""BW BATT LOSS DC ALARM""",015,4,205,0,1,"""""","""""",325,"""""","""""","""""","""""","""""","BW,BATTDC  ",BW BATT LOSS DC ALARM  ,4  ,4,7  ,  ,  ,  ,0
2112,"PS,CMSQ67",2112,5,"""02055069""","""""",055,10,231,0,1,"""""","""""",1254,"""""","""""","""""","""""","""""","PS,CMSQ67  ",  ,1 2 3 4 5 6 7 8  ,30,  ,  ,  ,  ,0
2113,"BW,BATTAC",2113,1,"""01015032""","""BW BATT CHGR LOSS OF AC""",015,4,205,0,1,"""""","""""",1255,"""""","""""","""""","""""","""""","BW,BATTAC  ",BW BATT CHGR LOSS OF AC  ,4  ,4,1  ,  ,  ,  ,0
2114,"FI,35C106",2114,1,"""01019021""","""FI TX1 387E ALARM COMM""",019,4,227,0,1,"""""","""""",43,"""""","""""","""""","""""","""""","FI,35C106  ",FI TX1 387E ALARM COMM  ,4  ,26,0  ,  ,  ,  ,0
2115,"BW,387SC1",2115,1,"""01015033""","""BW TX1 DIFF PROT FAIL""",015,4,227,0,1,"""""","""""",119,"""""","""""","""""","""""","""""","BW,387SC1  ",BW TX1 DIFF PROT FAIL  ,4  ,26,1  ,  ,  ,  ,0
2116,"BW,MSB",2116,2,"""01015034""","""BELAIR MOSW BLOCKING REL""",015,4,204,0,1,"""""","""""",63,"""""","""""","""""","""""","""""","BW,MSB     ",BELAIR MOSW BLOCKING REL  ,4  ,3,2  ,18  ,0  ,18  ,0
2117,"BW,S636",2117,2,"""01015035""","""BW MOSW S636""",015,4,203,0,1,"""""","""""",1256,"""""","""""","""""","""""","""""","BW,S636    ",BW MOSW S636  ,4  ,2,3  ,23  ,0  ,23  ,0
2118,"BW,S623",2118,2,"""01015036""","""BW MOSW S623""",015,4,203,0,1,"""""","""""",1257,"""""","""""","""""","""""","""""","BW,S623    ",BW MOSW S623  ,4  ,2,2  ,19  ,0  ,19  ,0
2119,"BW,S624",2119,2,"""01015037""","""BW MOSW S624""",015,4,203,0,1,"""""","""""",1258,"""""","""""","""""","""""","""""","BW,S624    ",BW MOSW S624  ,4  ,2,2  ,20  ,0  ,20  ,0
2120,"BW,S646",2120,2,"""01015038""","""BW MOSW S646""",015,4,203,0,1,"""""","""""",1259,"""""","""""","""""","""""","""""","BW,S646    ",BW MOSW S646  ,4  ,2,2  ,21  ,0  ,21  ,0
2121,"BW,S625",2121,2,"""01015039""","""BW MOSW S625""",015,4,203,0,1,"""""","""""",1260,"""""","""""","""""","""""","""""","BW,S625    ",BW MOSW S625  ,4  ,2,3  ,22  ,0  ,22  ,0
2122,"PS,ME1OH",2122,5,"""02041005""","""595803 D07,08,09""",041,10,216,0,1,"""""","""""",1261,"""""","""""","""""","""""","""""","PS,ME1OH   ","595803 D07,08,09  ",1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
2123,"BW,351SC2",2123,1,"""01015040""","""BW BKR 2 RELAY FAIL""",015,4,227,0,1,"""""","""""",44,"""""","""""","""""","""""","""""","BW,351SC2  ",BW BKR 2 RELAY FAIL  ,4  ,26,1  ,  ,  ,  ,0
2124,"BW,S623BC",2124,1,"""01015041""","""BW S623 MOSW AC LOSS""",015,4,205,0,1,"""""","""""",1262,"""""","""""","""""","""""","""""","BW,S623BC  ",BW S623 MOSW AC LOSS  ,4  ,4,2  ,  ,  ,  ,0
2125,"BW,MOSWBC",2125,1,"""01015042""","""BW S624,625,646 BC/AC LO""",015,4,227,0,1,"""""","""""",1263,"""""","""""","""""","""""","""""","BW,MOSWBC  ","BW S624,625,646 BC/AC LO  ",4  ,26,2  ,  ,  ,  ,0
2126,"BW,S636BC",2126,1,"""01015043""","""MOSW S636 LOSS OF AC/DC""",015,4,227,0,1,"""""","""""",1264,"""""","""""","""""","""""","""""","BW,S636BC  ",MOSW S636 LOSS OF AC/DC  ,4  ,26,4  ,  ,  ,  ,0
2127,"BW,35C106",2127,1,"""01015044""","""BW TX1 387E ALARM COM""",015,4,227,0,1,"""""","""""",43,"""""","""""","""""","""""","""""","BW,35C106  ",BW TX1 387E ALARM COM  ,4  ,26,1  ,  ,  ,  ,0
2128,"BW,351SC1",2128,1,"""01015045""","""BW BKR 1 RELAY FAIL""",015,4,227,0,1,"""""","""""",18,"""""","""""","""""","""""","""""","BW,351SC1  ",BW BKR 1 RELAY FAIL  ,4  ,26,1  ,  ,  ,  ,0
2129,"BW,351SC3",2129,1,"""01015046""","""BW BKR 3 RELAY FAIL""",015,4,227,0,1,"""""","""""",45,"""""","""""","""""","""""","""""","BW,351SC3  ",BW BKR 3 RELAY FAIL  ,4  ,26,1  ,  ,  ,  ,0
2130,"KH,79LO3",2130,1,"""01038014""","""KH BKR 3 LOCKOUT""",038,1,215,0,1,"""""","""""",492,"""""","""""","""""","""""","""""","KH,79LO3   ",KH BKR 3 LOCKOUT  ,1  ,14,7  ,  ,  ,  ,0
2131,"BW,351SC4",2131,1,"""01015047""","""BW BKR 4 RELAY FAIL""",015,4,227,0,1,"""""","""""",126,"""""","""""","""""","""""","""""","BW,351SC4  ",BW BKR 4 RELAY FAIL  ,4  ,26,2  ,  ,  ,  ,0
2132,"RD,FS",2132,5,"""02036002""","""RD FAST SCAN""",036,4,226,0,1,"""""","""""",6,"""""","""""","""""","""""","""""","RD,FS      ",RD FAST SCAN  ,4  ,25,  ,  ,  ,  ,0
2133,"BW,LRS",2133,1,"""01015048""","""BW HOUSE LOC/REM SWITCH""",015,4,214,0,1,"""""","""""",67,"""""","""""","""""","""""","""""","BW,LRS     ",BW HOUSE LOC/REM SWITCH  ,4  ,13,4  ,  ,  ,  ,0
2134,"PS,ME2OH",2134,5,"""02041006""","""595803 D10,11,12""",041,10,216,0,1,"""""","""""",1265,"""""","""""","""""","""""","""""","PS,ME2OH   ","595803 D10,11,12  ",1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
2135,"WB,BATGND",2135,1,"""01052011""","""WB BATTERY GROUND""",052,1,227,0,1,"""""","""""",335,"""""","""""","""""","""""","""""","WB,BATGND  ",WB BATTERY GROUND  ,1  ,26,0  ,  ,  ,  ,0
2136,"PS,CMSQ46",2136,5,"""02055070""","""DEF CAP2 EM LOWER VOLTS""",055,10,231,0,1,"""""","""""",1266,"""""","""""","""""","""""","""""","PS,CMSQ46  ",DEF CAP2 EM LOWER VOLTS  ,1 2 3 4 5 6 7 8  ,30,  ,  ,  ,  ,0
2137,"PS,CMSQ64",2137,5,"""02055071""","""""",055,10,231,0,1,"""""","""""",1267,"""""","""""","""""","""""","""""","PS,CMSQ64  ",  ,1 2 3 4 5 6 7 8  ,30,  ,  ,  ,  ,0
2138,"MI,5GT",2138,2,"""01011076""","""MI BKR 5 GRND TRIP BLK""",011,3,222,0,1,"""""","""""",377,"""""","""""","""""","""""","""""","MI,5GT     ",MI BKR 5 GRND TRIP BLK  ,3  ,21,0  ,15  ,0  ,15  ,0
2139,"HL,35C111",2139,1,"""01070021""","""HL TX1 2411 ALARMS COM""",070,5,227,0,1,"""""","""""",12,"""""","""""","""""","""""","""""","HL,35C111  ",HL TX1 2411 ALARMS COM  ,5  ,26,6  ,  ,  ,  ,0
2140,"MI,2GT",2140,2,"""01011077""","""MI BKR GRND TRIP BKR""",011,3,222,0,1,"""""","""""",38,"""""","""""","""""","""""","""""","MI,2GT     ",MI BKR GRND TRIP BKR  ,3  ,21,0  ,3  ,0  ,3  ,0
2141,"G11,CA",2141,1,"""01013001""","""GEN 11 CRIT""",013,7,227,0,1,"""""","""""",1268,"""""","""""","""""","""""","""""","G11,CA      ",GEN 11 CRIT  ,7  ,26,0  ,  ,  ,  ,0
2142,"FI,FS",2142,5,"""02019001""","""FLEMING ISLAND FAST SCAN""",019,4,226,0,1,"""""","""""",6,"""""","""""","""""","""""","""""","FI,FS      ",FLEMING ISLAND FAST SCAN  ,4  ,25,  ,  ,  ,  ,0
2143,"BR,3R",2143,2,"""01029026""","""BR BKR 3 RECLOSER""",029,5,205,0,1,"""""","""""",41,"""""","""""","""""","""""","""""","BR,3R      ",BR BKR 3 RECLOSER  ,5  ,4,0  ,9  ,0  ,9  ,0
2144,"GC,86TCM1",2144,1,"""01022033""","""GC TX 86T LOCKOUT TCM""",022,4,227,0,1,"""""","""""",73,"""""","""""","""""","""""","""""","GC,86TCM1  ",GC TX 86T LOCKOUT TCM  ,4  ,26,0  ,  ,  ,  ,0
2145,"HL,T2NCLO",2145,1,"""01070022""","""HL TX2 NITRO CYL LO PRS""",070,5,210,0,1,"""""","""""",495,"""""","""""","""""","""""","""""","HL,T2NCLO  ",HL TX2 NITRO CYL LO PRS  ,5  ,9,7  ,  ,  ,  ,0
2146,"BN,RM",2146,5,"""02039003""","""REGULATOR CONTROL MODE""",039,10,204,0,1,"""""","""""",80,"""""","""""","""""","""""","""""","BN,RM      ",REGULATOR CONTROL MODE  ,1 2 3 4 5 6 7 8  ,3,  ,  ,  ,  ,0
2147,"SS1,351SC2",2147,1,"""01030008""","""SS BKR 2 351 SELF CHECK""",030,7,227,0,1,"""""","""""",44,"""""","""""","""""","""""","""""","SS1,351SC2  ",SS BKR 2 351 SELF CHECK  ,7  ,26,0  ,  ,  ,  ,0
2148,"PS,ST12",2148,5,"""02055072""","""BAD STATUS FAILED""",055,10,216,0,1,"""""","""""",1269,"""""","""""","""""","""""","""""","PS,ST12    ",BAD STATUS FAILED  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
2149,"PS,DB306",2149,8,"""12014005""","""PSEUDO SWITCH""",014,10,216,0,1,"""""","""""",1270,"""""","""""","""""","""""","""""","PS,DB306   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
2150,"AL,35C209",2150,1,"""01017015""","""AL TX2 2100 ALARM COM 9""",017,4,227,0,1,"""""","""""",1271,"""""","""""","""""","""""","""""","AL,35C209  ",AL TX2 2100 ALARM COM 9  ,4  ,26,10  ,  ,  ,  ,0
2151,"BW,21T1SC",2151,1,"""01015049""","""BW TX1 2100 FAIL""",015,4,227,0,1,"""""","""""",71,"""""","""""","""""","""""","""""","BW,21T1SC  ",BW TX1 2100 FAIL  ,4  ,26,4  ,  ,  ,  ,0
2152,"WE,25SC11",2152,1,"""01069031""","""WE MOSW STA/CTRL FAIL""",069,4,227,0,1,"""""","""""",61,"""""","""""","""""","""""","""""","WE,25SC11  ",WE MOSW STA/CTRL FAIL  ,4  ,26,3  ,  ,  ,  ,0
2153,"MN,TX1K1",2153,2,"""01040028""","""MN TX1 VOLT CTRL K1""",040,6,218,0,1,"""""","""""",55,"""""","""""","""""","""""","""""","MN,TX1K1   ",MN TX1 VOLT CTRL K1  ,6  ,17,1  ,20  ,0  ,20  ,0
