record,name_to_match,OrderNo,Type,Key,Name,Stn,AOR,pState,Norm,AlarmGroup,ICAddress,FeedbackKey,pDeviceInstance,pCtrlState,pScale,HiControlLimit,LoControlLimit,Setpoint_emulation,Name_Status_Source  ,Desc  ,Zones  ,PreSuffx  ,Telem_A  ,Open_A  ,Open_B  ,Close_A  ,Normal_State  
7113,"CA,3HL",7113,2,"""01010085""","""CA BKR 3 HL NON-RECL""",010,5,204,0,1,"""""","""""",1895,"""""","""""","""""","""""","""""","CA,3HL     ",CA BKR 3 HL NON-RECL  ,5  ,3,3  ,24  ,0  ,24  ,0
7114,"CA,4HL",7114,2,"""01010086""","""CA BKR 4 HL NON-RECL""",010,5,204,0,1,"""""","""""",2610,"""""","""""","""""","""""","""""","CA,4HL     ",CA BKR 4 HL NON-RECL  ,5  ,3,3  ,28  ,0  ,28  ,0
7115,"WS,1HL",7115,2,"""01003097""","""BKR 1 HOT LINE NON-RECL""",003,5,204,0,1,"""""","""""",2704,"""""","""""","""""","""""","""""","WS,1HL     ",BKR 1 HOT LINE NON-RECL  ,5  ,3,7  ,27  ,0  ,27  ,0
7116,"WS,3HL",7116,2,"""01003098""","""BKR 3 HOT LINE NON-RECL""",003,5,204,0,1,"""""","""""",1895,"""""","""""","""""","""""","""""","WS,3HL     ",BKR 3 HOT LINE NON-RECL  ,5  ,3,7  ,28  ,0  ,28  ,0
7117,"WS,4HL",7117,2,"""01003099""","""BKR 4 HOT LINE NON-RECL""",003,5,204,0,1,"""""","""""",2610,"""""","""""","""""","""""","""""","WS,4HL     ",BKR 4 HOT LINE NON-RECL  ,5  ,3,7  ,29  ,0  ,29  ,0
7118,"BL,1HL",7118,2,"""01072093""","""BL BKR 1 HL NON-RECL""",072,5,204,0,1,"""""","""""",2704,"""""","""""","""""","""""","""""","BL,1HL     ",BL BKR 1 HL NON-RECL  ,5  ,3,6  ,3  ,0  ,3  ,0
7119,"BL,2HL",7119,2,"""01072094""","""BL BKR 2 HL NON-RECL""",072,5,204,0,1,"""""","""""",2641,"""""","""""","""""","""""","""""","BL,2HL     ",BL BKR 2 HL NON-RECL  ,5  ,3,6  ,7  ,0  ,7  ,0
7120,"BL,3HL",7120,2,"""01072095""","""BL BKR 3 HL NON-RECLOSE""",072,5,204,0,1,"""""","""""",1895,"""""","""""","""""","""""","""""","BL,3HL     ",BL BKR 3 HL NON-RECLOSE  ,5  ,3,6  ,11  ,0  ,11  ,0
7121,"BL,4HL",7121,2,"""01072096""","""BL BKR 4 HL NON-RECLOSE""",072,5,204,0,1,"""""","""""",2610,"""""","""""","""""","""""","""""","BL,4HL     ",BL BKR 4 HL NON-RECLOSE  ,5  ,3,6  ,15  ,0  ,15  ,0
7122,"BY,1HL",7122,2,"""01002143""","""BKR 1 HL NON-RECL""",002,4,204,0,1,"""""","""""",2704,"""""","""""","""""","""""","""""","BY,1HL     ",BKR 1 HL NON-RECL  ,4  ,3,6  ,4  ,0  ,4  ,0
7123,"BY,2HL",7123,2,"""01002144""","""BKR 2 HL NON-RECL""",002,4,204,0,1,"""""","""""",2641,"""""","""""","""""","""""","""""","BY,2HL     ",BKR 2 HL NON-RECL  ,4  ,3,6  ,8  ,0  ,8  ,0
7124,"BY,3HL",7124,2,"""01002145""","""BKR 3 HL NON-RECL""",002,4,204,0,1,"""""","""""",1895,"""""","""""","""""","""""","""""","BY,3HL     ",BKR 3 HL NON-RECL  ,4  ,3,6  ,12  ,0  ,12  ,0
7125,"BY,4HL",7125,2,"""01002146""","""BKR 4 HL NON-RECL""",002,4,204,0,1,"""""","""""",2610,"""""","""""","""""","""""","""""","BY,4HL     ",BKR 4 HL NON-RECL  ,4  ,3,6  ,16  ,0  ,16  ,0
7126,"BN,1HL",7126,2,"""01039093""","""BN BKR 1 HL NON-RECL""",039,3,204,0,1,"""""","""""",2704,"""""","""""","""""","""""","""""","BN,1HL     ",BN BKR 1 HL NON-RECL  ,3  ,3,6  ,3  ,0  ,3  ,0
7127,"BN,2HL",7127,2,"""01039094""","""BN BKR 2 HL NON-RECL""",039,3,204,0,1,"""""","""""",2641,"""""","""""","""""","""""","""""","BN,2HL     ",BN BKR 2 HL NON-RECL  ,3  ,3,6  ,7  ,0  ,7  ,0
7128,"BN,3HL",7128,2,"""01039095""","""BN BKR 3 HL NON-RECL""",039,3,204,0,1,"""""","""""",1895,"""""","""""","""""","""""","""""","BN,3HL     ",BN BKR 3 HL NON-RECL  ,3  ,3,6  ,11  ,0  ,11  ,0
7129,"BN,4HL",7129,2,"""01039096""","""BN BKR 4 HL NON-RECL""",039,3,204,0,1,"""""","""""",2610,"""""","""""","""""","""""","""""","BN,4HL     ",BN BKR 4 HL NON-RECL  ,3  ,3,6  ,15  ,0  ,15  ,0
7130,"DB,1HL",7130,2,"""01014242""","""DB BKR 1 HL NON-RECLOSE""",014,3,204,0,1,"""""","""""",2704,"""""","""""","""""","""""","""""","DB,1HL     ",DB BKR 1 HL NON-RECLOSE  ,3  ,3,0  ,58  ,0  ,58  ,0
7131,"DB,2HL",7131,2,"""01014243""","""DB BKR 2 HL NON-RECLOSE""",014,3,204,0,1,"""""","""""",2641,"""""","""""","""""","""""","""""","DB,2HL     ",DB BKR 2 HL NON-RECLOSE  ,3  ,3,0  ,59  ,0  ,59  ,0
7132,"DB,3HL",7132,2,"""01014244""","""DB BKR 3 HL NON-RECLOSE""",014,3,204,0,1,"""""","""""",1895,"""""","""""","""""","""""","""""","DB,3HL     ",DB BKR 3 HL NON-RECLOSE  ,3  ,3,0  ,60  ,0  ,60  ,0
7133,"DB,4HL",7133,2,"""01014245""","""DB BKR 4 HL NON-RECLOSE""",014,3,204,0,1,"""""","""""",2610,"""""","""""","""""","""""","""""","DB,4HL     ",DB BKR 4 HL NON-RECLOSE  ,3  ,3,0  ,61  ,0  ,61  ,0
7134,"DB,5HL",7134,2,"""01014246""","""DB BKR 5 HL NON-RECLOSE""",014,3,204,0,1,"""""","""""",2699,"""""","""""","""""","""""","""""","DB,5HL     ",DB BKR 5 HL NON-RECLOSE  ,3  ,3,0  ,62  ,0  ,62  ,0
7135,"DB,7HL",7135,2,"""01014247""","""DB BKR 7 HL NON-RECLOSE""",014,3,204,0,1,"""""","""""",2824,"""""","""""","""""","""""","""""","DB,7HL     ",DB BKR 7 HL NON-RECLOSE  ,3  ,3,0  ,63  ,0  ,63  ,0
7136,"DB,8HL",7136,2,"""01014248""","""DB BKR 8 HL NON-RECLOSE""",014,3,204,0,1,"""""","""""",2825,"""""","""""","""""","""""","""""","DB,8HL     ",DB BKR 8 HL NON-RECLOSE  ,3  ,3,0  ,64  ,0  ,64  ,0
7137,"DB,9HL",7137,2,"""01014249""","""DB BKR 9 HL NON-RECLOSE""",014,3,204,0,1,"""""","""""",2826,"""""","""""","""""","""""","""""","DB,9HL     ",DB BKR 9 HL NON-RECLOSE  ,3  ,3,0  ,65  ,0  ,65  ,0
7138,"DI,1HL",7138,2,"""01001171""","""BKR 1 HOT LINE NON-RECL""",001,3,204,0,1,"""""","""""",2704,"""""","""""","""""","""""","""""","DI,1HL     ",BKR 1 HOT LINE NON-RECL  ,3  ,3,11  ,3  ,0  ,3  ,0
7139,"DI,2HL",7139,2,"""01001172""","""BKR 2 HOT LINE NON-RECL""",001,3,204,0,1,"""""","""""",2641,"""""","""""","""""","""""","""""","DI,2HL     ",BKR 2 HOT LINE NON-RECL  ,3  ,3,11  ,7  ,0  ,7  ,0
7140,"DI,3HL",7140,2,"""01001173""","""BKR 3 HOT LINE NON-RECL""",001,3,204,0,1,"""""","""""",1895,"""""","""""","""""","""""","""""","DI,3HL     ",BKR 3 HOT LINE NON-RECL  ,3  ,3,11  ,11  ,0  ,11  ,0
7141,"DI,4HL",7141,2,"""01001174""","""DI BKR 4 HL NON-RECL""",001,3,204,0,1,"""""","""""",2610,"""""","""""","""""","""""","""""","DI,4HL     ",DI BKR 4 HL NON-RECL  ,3  ,3,11  ,27  ,0  ,27  ,0
7142,"DI,5HL",7142,2,"""01001175""","""DI BKR 5 H; NON-RECL""",001,3,204,0,1,"""""","""""",2699,"""""","""""","""""","""""","""""","DI,5HL     ",DI BKR 5 H; NON-RECL  ,3  ,3,11  ,31  ,0  ,31  ,0
7143,"DI,6HL",7143,2,"""01001176""","""DI BKR 6 HL NON-RECL""",001,3,204,0,1,"""""","""""",1102,"""""","""""","""""","""""","""""","DI,6HL     ",DI BKR 6 HL NON-RECL  ,3  ,3,11  ,35  ,0  ,35  ,0
7144,"DI,7HL",7144,2,"""01001177""","""DI BKR 7 HL NON-RECL""",001,3,204,0,1,"""""","""""",2824,"""""","""""","""""","""""","""""","DI,7HL     ",DI BKR 7 HL NON-RECL  ,3  ,3,11  ,39  ,0  ,39  ,0
7145,"RD,4HL",7145,2,"""01036143""","""BKR 4 HOT LINE NON-RECL""",036,3,204,0,1,"""""","""""",2610,"""""","""""","""""","""""","""""","RD,4HL     ",BKR 4 HOT LINE NON-RECL  ,3  ,3,8  ,31  ,0  ,31  ,0
7146,"RD,5HL",7146,2,"""01036144""","""BKR 5 HOT LINE NON-RECL""",036,3,204,0,1,"""""","""""",2699,"""""","""""","""""","""""","""""","RD,5HL     ",BKR 5 HOT LINE NON-RECL  ,3  ,3,8  ,32  ,0  ,32  ,0
7147,"RD,6HL",7147,2,"""01036145""","""BKR 6 HOT LINE NON-RECL""",036,3,204,0,1,"""""","""""",1102,"""""","""""","""""","""""","""""","RD,6HL     ",BKR 6 HOT LINE NON-RECL  ,3  ,3,8  ,33  ,0  ,33  ,0
7148,"RS,2HL",7148,2,"""01027131""","""BKR 2 HOT LINE NON-RECL""",027,4,204,0,1,"""""","""""",2641,"""""","""""","""""","""""","""""","RS,2HL     ",BKR 2 HOT LINE NON-RECL  ,4  ,3,6  ,57  ,0  ,56  ,0
7149,"RS,3HL",7149,2,"""01027132""","""BKR 3 HOT LINE NON-RECL""",027,4,204,0,1,"""""","""""",1895,"""""","""""","""""","""""","""""","RS,3HL     ",BKR 3 HOT LINE NON-RECL  ,4  ,3,6  ,59  ,0  ,58  ,0
7150,"RS,4HL",7150,2,"""01027133""","""BKR 4 HOT LINE NON-RECL""",027,4,204,0,1,"""""","""""",2610,"""""","""""","""""","""""","""""","RS,4HL     ",BKR 4 HOT LINE NON-RECL  ,4  ,3,6  ,61  ,0  ,60  ,0
7151,"RS,5HL",7151,2,"""01027134""","""BKR 5 HOT LINE NON-RECL""",027,4,204,0,1,"""""","""""",2699,"""""","""""","""""","""""","""""","RS,5HL     ",BKR 5 HOT LINE NON-RECL  ,4  ,3,6  ,63  ,0  ,62  ,0
7152,"MI,2HL",7152,2,"""01011138""","""MI BKR 2 HL NON-RECL""",011,3,204,0,1,"""""","""""",2641,"""""","""""","""""","""""","""""","MI,2HL     ",MI BKR 2 HL NON-RECL  ,3  ,3,2  ,4  ,0  ,4  ,0
7153,"MI,3HL",7153,2,"""01011139""","""MI BKR 3 HL NON-RECL""",011,3,204,0,1,"""""","""""",1895,"""""","""""","""""","""""","""""","MI,3HL     ",MI BKR 3 HL NON-RECL  ,3  ,3,2  ,8  ,0  ,8  ,0
7154,"MI,4HL",7154,2,"""01011140""","""MI BKR 4 HL NON-RECL""",011,3,204,0,1,"""""","""""",2610,"""""","""""","""""","""""","""""","MI,4HL     ",MI BKR 4 HL NON-RECL  ,3  ,3,2  ,12  ,0  ,12  ,0
7155,"MI,5HL",7155,2,"""01011141""","""MI BKR 5 HL NON-RECL""",011,3,204,0,1,"""""","""""",2699,"""""","""""","""""","""""","""""","MI,5HL     ",MI BKR 5 HL NON-RECL  ,3  ,3,2  ,16  ,0  ,16  ,0
7156,"LA,1HL",7156,2,"""01012100""","""LA BKR1 HOT LINE NON-REC""",012,4,204,0,1,"""""","""""",2704,"""""","""""","""""","""""","""""","LA,1HL     ",LA BKR1 HOT LINE NON-REC  ,4  ,3,5  ,24  ,0  ,24  ,0
7157,"LA,2HL",7157,2,"""01012101""","""LA BKR2 HOT LINE NON-REC""",012,4,204,0,1,"""""","""""",2641,"""""","""""","""""","""""","""""","LA,2HL     ",LA BKR2 HOT LINE NON-REC  ,4  ,3,5  ,28  ,0  ,28  ,0
7158,"LA,3HL",7158,2,"""01012102""","""LA BKR3 HOT LINE NON-REC""",012,4,204,0,1,"""""","""""",1895,"""""","""""","""""","""""","""""","LA,3HL     ",LA BKR3 HOT LINE NON-REC  ,4  ,3,5  ,32  ,0  ,32  ,0
7159,"WB,S6171",7159,2,"""01052031""","""MOSW S6171 OPEN/INTRAN""",052,3,203,0,1,"""""","""""",2827,"""""","""""","""""","""""","""""","WB,S6171   ",MOSW S6171 OPEN/INTRAN  ,3  ,2,2  ,2  ,0  ,2  ,0
7160,"FI,4HL",7160,2,"""01019226""","""FI BKR 4 HL NON-RECL""",019,4,204,0,1,"""""","""""",2610,"""""","""""","""""","""""","""""","FI,4HL     ",FI BKR 4 HL NON-RECL  ,4  ,3,1  ,31  ,0  ,31  ,0
7161,"FI,5HL",7161,2,"""01019227""","""FI BKR 5 HL NON-RECL""",019,4,204,0,1,"""""","""""",2699,"""""","""""","""""","""""","""""","FI,5HL     ",FI BKR 5 HL NON-RECL  ,4  ,3,1  ,35  ,0  ,35  ,0
7162,"FI,6HL",7162,2,"""01019228""","""FI BKR 6 HL NON-RECL""",019,4,204,0,1,"""""","""""",1102,"""""","""""","""""","""""","""""","FI,6HL     ",FI BKR 6 HL NON-RECL  ,4  ,3,11  ,39  ,0  ,39  ,0
7163,"FI,7HL",7163,2,"""01019229""","""BKR 7 HOT LINE NON-RECL""",019,4,204,0,1,"""""","""""",2824,"""""","""""","""""","""""","""""","FI,7HL     ",BKR 7 HOT LINE NON-RECL  ,4  ,3,11  ,59  ,0  ,59  ,0
7164,"FI,8HL",7164,2,"""01019230""","""BKR 8 HOT LINE NON-RECL""",019,4,204,0,1,"""""","""""",2825,"""""","""""","""""","""""","""""","FI,8HL     ",BKR 8 HOT LINE NON-RECL  ,4  ,3,11  ,63  ,0  ,63  ,0
7165,"FI,9HL",7165,2,"""01019231""","""BKR 9 HOT LINE NON-RECL""",019,4,204,0,1,"""""","""""",2826,"""""","""""","""""","""""","""""","FI,9HL     ",BKR 9 HOT LINE NON-RECL  ,4  ,3,11  ,67  ,0  ,67  ,0
7166,"FR,1HL",7166,2,"""01049125""","""FR BKR1 HL NON-RECL""",049,6,204,0,1,"""""","""""",2704,"""""","""""","""""","""""","""""","FR,1HL     ",FR BKR1 HL NON-RECL  ,6  ,3,8  ,33  ,0  ,33  ,0
7167,"FR,2HL",7167,2,"""01049126""","""FR BKR 2 HL NON-RECL""",049,6,204,0,1,"""""","""""",2641,"""""","""""","""""","""""","""""","FR,2HL     ",FR BKR 2 HL NON-RECL  ,6  ,3,8  ,34  ,0  ,34  ,0
7168,"FR,4HL",7168,2,"""01049127""","""FR BKR 4 HL NON-RECL""",049,6,204,0,1,"""""","""""",2610,"""""","""""","""""","""""","""""","FR,4HL     ",FR BKR 4 HL NON-RECL  ,6  ,3,8  ,35  ,0  ,35  ,0
7169,"GC,1HL",7169,2,"""01022081""","""BKR 1 HOT LINE NON-RECL""",022,4,204,0,1,"""""","""""",2704,"""""","""""","""""","""""","""""","GC,1HL     ",BKR 1 HOT LINE NON-RECL  ,4  ,3,7  ,14  ,0  ,14  ,0
7170,"GC,3HL",7170,2,"""01022082""","""BKR 3 HOT LINE NON-RECL""",022,4,204,0,1,"""""","""""",1895,"""""","""""","""""","""""","""""","GC,3HL     ",BKR 3 HOT LINE NON-RECL  ,4  ,3,7  ,22  ,0  ,22  ,0
7171,"MN,1HL",7171,2,"""01040083""","""MN BKR 1 HL NON-RECLECL""",040,6,204,0,1,"""""","""""",2704,"""""","""""","""""","""""","""""","MN,1HL     ",MN BKR 1 HL NON-RECLECL  ,6  ,3,2  ,33  ,0  ,33  ,0
7172,"MN,2HL",7172,2,"""01040084""","""MN BKR 2 HL NON-RECL""",040,6,204,0,1,"""""","""""",2641,"""""","""""","""""","""""","""""","MN,2HL     ",MN BKR 2 HL NON-RECL  ,6  ,3,2  ,34  ,0  ,34  ,0
7173,"MN,3HL",7173,2,"""01040085""","""MN BKR 3 HL NON-RECL""",040,6,204,0,1,"""""","""""",1895,"""""","""""","""""","""""","""""","MN,3HL     ",MN BKR 3 HL NON-RECL  ,6  ,3,2  ,35  ,0  ,35  ,0
7174,"WO,1HL",7174,2,"""01073143""","""WO BKR 1 HL NON-RECLOSE""",073,3,204,0,1,"""""","""""",2704,"""""","""""","""""","""""","""""","WO,1HL     ",WO BKR 1 HL NON-RECLOSE  ,3  ,3,6  ,20  ,0  ,20  ,0
7175,"WO,2HL",7175,2,"""01073144""","""WO BKR 2 HL NON-RECLOSE""",073,3,204,0,1,"""""","""""",2641,"""""","""""","""""","""""","""""","WO,2HL     ",WO BKR 2 HL NON-RECLOSE  ,3  ,3,6  ,24  ,0  ,24  ,0
7176,"WO,3HL",7176,2,"""01073145""","""WO BKR 3 HL NON-RECLOSE""",073,3,204,0,1,"""""","""""",1895,"""""","""""","""""","""""","""""","WO,3HL     ",WO BKR 3 HL NON-RECLOSE  ,3  ,3,7  ,28  ,0  ,28  ,0
7177,"WO,4HL",7177,2,"""01073146""","""WO BKR 4 HL NON-RECLOSE""",073,3,204,0,1,"""""","""""",2610,"""""","""""","""""","""""","""""","WO,4HL     ",WO BKR 4 HL NON-RECLOSE  ,3  ,3,7  ,32  ,0  ,32  ,0
7178,"SN,1HL",7178,2,"""01064082""","""BKR 1 HOT LINE NON-RECL""",064,3,204,0,1,"""""","""""",2704,"""""","""""","""""","""""","""""","SN,1HL     ",BKR 1 HOT LINE NON-RECL  ,3  ,3,2  ,20  ,0  ,20  ,0
7179,"SN,2HL",7179,2,"""01064083""","""BKR 2 HOT LINE NON-RECL""",064,3,204,0,1,"""""","""""",2641,"""""","""""","""""","""""","""""","SN,2HL     ",BKR 2 HOT LINE NON-RECL  ,3  ,3,3  ,24  ,0  ,24  ,0
7180,"SN,3HL",7180,2,"""01064084""","""BKR 3 HOT LINE NON-RECL""",064,3,204,0,1,"""""","""""",1895,"""""","""""","""""","""""","""""","SN,3HL     ",BKR 3 HOT LINE NON-RECL  ,3  ,3,3  ,28  ,0  ,28  ,0
7181,"MX,1HL",7181,2,"""01033081""","""MX BKR 1 HL NON-RECLOSE""",033,3,204,0,1,"""""","""""",2704,"""""","""""","""""","""""","""""","MX,1HL     ",MX BKR 1 HL NON-RECLOSE  ,3  ,3,5  ,4  ,0  ,4  ,0
7182,"MX,3HL",7182,2,"""01033082""","""MX BKR 3 HL NON-RECLOSE""",033,3,204,0,1,"""""","""""",1895,"""""","""""","""""","""""","""""","MX,3HL     ",MX BKR 3 HL NON-RECLOSE  ,3  ,3,5  ,12  ,0  ,12  ,0
7183,"KH,1HL",7183,2,"""01038179""","""BKR 1 HOT LINE NON-RECL""",038,1,204,0,1,"""""","""""",2704,"""""","""""","""""","""""","""""","KH,1HL     ",BKR 1 HOT LINE NON-RECL  ,1  ,3,7  ,33  ,0  ,33  ,0
7184,"KH,2HL",7184,2,"""01038180""","""BKR 2 HOT LINE NON-RECL""",038,1,204,0,1,"""""","""""",2641,"""""","""""","""""","""""","""""","KH,2HL     ",BKR 2 HOT LINE NON-RECL  ,1  ,3,7  ,34  ,0  ,34  ,0
7185,"KH,3HL",7185,2,"""01038181""","""BKR 3 HOT LINE NON-RECL""",038,1,204,0,1,"""""","""""",1895,"""""","""""","""""","""""","""""","KH,3HL     ",BKR 3 HOT LINE NON-RECL  ,1  ,3,7  ,35  ,0  ,35  ,0
7186,"LY,4HL",7186,2,"""01042084""","""LY BKR 4 HL NON-RECL""",042,6,204,0,1,"""""","""""",2610,"""""","""""","""""","""""","""""","LY,4HL     ",LY BKR 4 HL NON-RECL  ,6  ,3,3  ,3  ,0  ,3  ,0
7187,"LY,5HL",7187,2,"""01042085""","""LY BKR 5 HL NON-RECL""",042,6,204,0,1,"""""","""""",2699,"""""","""""","""""","""""","""""","LY,5HL     ",LY BKR 5 HL NON-RECL  ,6  ,3,3  ,7  ,0  ,7  ,0
7188,"LY,6HL",7188,2,"""01042086""","""LY BKR 6 HL NON-RECL""",042,6,204,0,1,"""""","""""",1102,"""""","""""","""""","""""","""""","LY,6HL     ",LY BKR 6 HL NON-RECL  ,6  ,3,3  ,11  ,0  ,11  ,0
7189,"FL,2HL",7189,2,"""01032081""","""FL BKR 2 HL NON-RECLOSE""",032,1,204,0,1,"""""","""""",2641,"""""","""""","""""","""""","""""","FL,2HL     ",FL BKR 2 HL NON-RECLOSE  ,1  ,3,5  ,12  ,0  ,12  ,0
7190,"FL,3HL",7190,2,"""01032082""","""FL BKR 3 HL NON-RECLOSE""",032,1,204,0,1,"""""","""""",1895,"""""","""""","""""","""""","""""","FL,3HL     ",FL BKR 3 HL NON-RECLOSE  ,1  ,3,5  ,13  ,0  ,13  ,0
7191,"FL,4HL",7191,2,"""01032083""","""FL BKR 4 HL NON-RECLOSE""",032,1,204,0,1,"""""","""""",2610,"""""","""""","""""","""""","""""","FL,4HL     ",FL BKR 4 HL NON-RECLOSE  ,1  ,3,5  ,14  ,0  ,14  ,0
7192,"ME,1HL",7192,2,"""01041094""","""ME BKR 1 HL NON-RECL""",041,1,204,0,1,"""""","""""",2704,"""""","""""","""""","""""","""""","ME,1HL     ",ME BKR 1 HL NON-RECL  ,1  ,3,6  ,3  ,0  ,3  ,0
7193,"ME,2HL",7193,2,"""01041095""","""ME BKR 2 HL NON-RECL""",041,1,204,0,1,"""""","""""",2641,"""""","""""","""""","""""","""""","ME,2HL     ",ME BKR 2 HL NON-RECL  ,1  ,3,6  ,7  ,0  ,7  ,0
7194,"ME,3HL",7194,2,"""01041096""","""ME BKR 3 HL NON-RECL""",041,1,204,0,1,"""""","""""",1895,"""""","""""","""""","""""","""""","ME,3HL     ",ME BKR 3 HL NON-RECL  ,1  ,3,6  ,11  ,0  ,11  ,0
7195,"ME,4HL",7195,2,"""01041097""","""ME BKR 4 HL NON-RECL""",041,1,204,0,1,"""""","""""",2610,"""""","""""","""""","""""","""""","ME,4HL     ",ME BKR 4 HL NON-RECL  ,1  ,3,6  ,15  ,0  ,15  ,0
7196,"SG,1HL",7196,2,"""01008073""","""BKR 1 HOT LINE NON-RECL""",008,7,204,0,1,"""""","""""",2704,"""""","""""","""""","""""","""""","SG,1HL     ",BKR 1 HOT LINE NON-RECL  ,7  ,3,4  ,14  ,0  ,14  ,0
7197,"SG,2HL",7197,2,"""01008074""","""BKR 2 HOT LINE NON-RECL""",008,7,204,0,1,"""""","""""",2641,"""""","""""","""""","""""","""""","SG,2HL     ",BKR 2 HOT LINE NON-RECL  ,7  ,3,4  ,15  ,0  ,15  ,0
7198,"RV,1HL",7198,2,"""01031208""","""BKR 1 HOT LINE NON-RECL""",031,6,204,0,1,"""""","""""",2704,"""""","""""","""""","""""","""""","RV,1HL     ",BKR 1 HOT LINE NON-RECL  ,6  ,3,5  ,65  ,0  ,64  ,0
7199,"RV,2HL",7199,2,"""01031209""","""BKR 2 HOT LINE NON-RECL""",031,6,204,0,1,"""""","""""",2641,"""""","""""","""""","""""","""""","RV,2HL     ",BKR 2 HOT LINE NON-RECL  ,6  ,3,5  ,67  ,0  ,66  ,0
7200,"RV,3HL",7200,2,"""01031210""","""BKR 3 HOT LINE NON-RECL""",031,6,204,0,1,"""""","""""",1895,"""""","""""","""""","""""","""""","RV,3HL     ",BKR 3 HOT LINE NON-RECL  ,6  ,3,12  ,69  ,0  ,68  ,0
7201,"PS,DI3314",7201,8,"""12001052""","""PSEUDO SWITCH""",001,4,216,0,1,"""""","""""",2828,"""""","""""","""""","""""","""""","PS,DI3314  ",PSEUDO SWITCH  ,4  ,15,  ,  ,  ,  ,0
7202,"RV,5HL",7202,2,"""01031211""","""BKR 5 HOT LINE NON-RECL""",031,6,204,0,1,"""""","""""",2699,"""""","""""","""""","""""","""""","RV,5HL     ",BKR 5 HOT LINE NON-RECL  ,6  ,3,12  ,73  ,0  ,72  ,0
7203,"RV,6HL",7203,2,"""01031212""","""BKR 6 HOT LINE NON-RECL""",031,6,204,0,1,"""""","""""",1102,"""""","""""","""""","""""","""""","RV,6HL     ",BKR 6 HOT LINE NON-RECL  ,6  ,3,12  ,75  ,0  ,74  ,0
7204,"RV,7HL",7204,2,"""01031213""","""BKR 7 HOT LINE NON-RECL""",031,6,204,0,1,"""""","""""",2824,"""""","""""","""""","""""","""""","RV,7HL     ",BKR 7 HOT LINE NON-RECL  ,6  ,3,12  ,77  ,0  ,76  ,0
7205,"FM,1HL",7205,2,"""01009088""","""FM BKR 1 HL NON-RECL""",009,1,204,0,1,"""""","""""",2704,"""""","""""","""""","""""","""""","FM,1HL     ",FM BKR 1 HL NON-RECL  ,1  ,3,4  ,20  ,0  ,20  ,0
7206,"FM,2HL",7206,2,"""01009089""","""FM BKR 2 HL NON-RECL""",009,1,204,0,1,"""""","""""",2641,"""""","""""","""""","""""","""""","FM,2HL     ",FM BKR 2 HL NON-RECL  ,1  ,3,4  ,24  ,0  ,24  ,0
7207,"FM,3HL",7207,2,"""01009090""","""FM BKR 3 HL NON-RECL""",009,1,204,0,1,"""""","""""",1895,"""""","""""","""""","""""","""""","FM,3HL     ",FM BKR 3 HL NON-RECL  ,1  ,3,4  ,28  ,0  ,28  ,0
7208,"FM,4HL",7208,2,"""01009091""","""FM BKR 4 HL NON-RECL""",009,1,204,0,1,"""""","""""",2610,"""""","""""","""""","""""","""""","FM,4HL     ",FM BKR 4 HL NON-RECL  ,1  ,3,4  ,32  ,0  ,32  ,0
7209,"GL,1",7209,2,"""01046001""","""GRIFFIS LOOP BKR 1""",046,1,202,0,1,"""""","""""",13,"""""","""""","""""","""""","""""","GL,1       ",GRIFFIS LOOP BKR 1  ,1  ,1,0  ,0  ,0  ,0  ,0
7210,"GL,1R",7210,2,"""01046002""","""GRIFFIS LOOP BKR 1 RECL""",046,1,205,0,1,"""""","""""",14,"""""","""""","""""","""""","""""","GL,1R      ",GRIFFIS LOOP BKR 1 RECL  ,1  ,4,0  ,1  ,0  ,1  ,0
7211,"GL,1GT",7211,2,"""01046003""","""GL 1 GRND TRIP BLOCK""",046,1,222,0,1,"""""","""""",15,"""""","""""","""""","""""","""""","GL,1GT     ",GL 1 GRND TRIP BLOCK  ,1  ,21,0  ,2  ,0  ,2  ,0
7212,"GL,1LR",7212,1,"""01046004""","""GL BKR 1 LOCAL REMOTE SW""",046,1,214,0,1,"""""","""""",17,"""""","""""","""""","""""","""""","GL,1LR     ",GL BKR 1 LOCAL REMOTE SW  ,1  ,13,0  ,  ,  ,  ,0
7213,"GL,1UF",7213,1,"""01046005""","""GL BKR 1 UNDER FREQ TRIP""",046,1,202,0,1,"""""","""""",364,"""""","""""","""""","""""","""""","GL,1UF     ",GL BKR 1 UNDER FREQ TRIP  ,1  ,1,0  ,  ,  ,  ,0
7214,"GL,1BF",7214,1,"""01046006""","""GL 1 BKR FAIL""",046,1,220,0,1,"""""","""""",158,"""""","""""","""""","""""","""""","GL,1BF     ",GL 1 BKR FAIL  ,1  ,19,0  ,  ,  ,  ,0
7215,"GL,1POT",7215,1,"""01046007""","""BKR1 LOSS OF POT FOR UF""",046,1,227,0,1,"""""","""""",79,"""""","""""","""""","""""","""""","GL,1POT    ",BKR1 LOSS OF POT FOR UF  ,1  ,26,0  ,  ,  ,  ,0
7216,"GL,79LO1",7216,1,"""01046008""","""GL BKR 1 LOCKOUT""",046,1,215,0,1,"""""","""""",451,"""""","""""","""""","""""","""""","GL,79LO1   ",GL BKR 1 LOCKOUT  ,1  ,14,0  ,  ,  ,  ,0
