Desc  ,Name_Analog_Source,Zones  ,Alm_preHi  ,Alm_emgHi  ,Alm_unrHi  ,Alm_preLo  ,Alm_emgLo  ,Alm_unrLo  ,EU_Hi  ,EuText  ,record,OrderNo,Type,Key,Name,Stn,AOR,pUNIT,pScale EU_Hi,AlarmGrp,RawCountFormat,"77,4","77,1","77,0","78,0","78,1","78,4","91,1","91,2","91,3","91,4","91,5",ICAddress
ACTUAL SHED STEP  ,"TB,RACSTP  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,STEP  ,3688,3688,2,"""04066050""","""ACTUAL SHED STEP""",066,10,23,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
STRAGETY NUMBER  ,"TB,RSTRNM  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,NUMBER  ,3689,3689,2,"""04066051""","""STRAGETY NUMBER""",066,10,25,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
HL TX1 WATTS  ,"HL,TX1W    ",5  ,20000  ,23000  ,25000  ,-10  ,-500  ,-1000  ,54587.35,WATTS  ,3690,3690,1,"""03070021""","""HL TX1 WATTS""",070,5,3,54587.35,1,1,25000  ,23000  ,20000  ,-10,-500  ,-1000  ,0.0,0.0,0.0,1.0,1.0,
LC TX1 REG VOLT AVG  ,"LC,RG1AVG  ",3  ,  ,  ,  ,  ,  ,  ,1.0,VOLTS  ,3691,3691,2,"""04023045""","""LC TX1 REG VOLT AVG""",023,3,5,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
LC TX2 REG VOLT AVG  ,"LC,RG2AVG  ",3  ,  ,  ,  ,  ,  ,  ,1.0,VOLTS  ,3692,3692,2,"""04023046""","""LC TX2 REG VOLT AVG""",023,3,5,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
HL TX1 LS A AMPS  ,"HL,TX1A    ",5  ,3750  ,4000  ,4150  ,-10  ,-20  ,-30  ,8188.0,AMPS  ,3693,3693,1,"""03070022""","""HL TX1 LS A AMPS""",070,5,1,8188.0,1,1,4150  ,4000  ,3750  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
HL TX1 LS B AMPS  ,"HL,TX1B    ",5  ,3750  ,4000  ,4150  ,-10  ,-20  ,-30  ,8188.0,AMPS  ,3694,3694,1,"""03070023""","""HL TX1 LS B AMPS""",070,5,1,8188.0,1,1,4150  ,4000  ,3750  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
HL TX1 LS C AMPS  ,"HL,TX1C    ",5  ,3750  ,4000  ,4150  ,-10  ,-20  ,-30  ,8188.0,AMPS  ,3695,3695,1,"""03070024""","""HL TX1 LS C AMPS""",070,5,1,8188.0,1,1,4150  ,4000  ,3750  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
HL TX1 REG A VOLTS  ,"HL,RAV1    ",5  ,125  ,129  ,150  ,117  ,115.5  ,-10  ,204.7,VOLTS  ,3696,3696,1,"""03070025""","""HL TX1 REG A VOLTS""",070,5,5,204.7,1,1,150  ,129  ,125  ,117,115.5  ,-10  ,0.0,0.0,0.0,1.0,1.0,
HL TX1 REG B VOLTS  ,"HL,RBV1    ",5  ,125  ,129  ,150  ,117  ,115.5  ,-10  ,204.7,VOLTS  ,3697,3697,1,"""03070026""","""HL TX1 REG B VOLTS""",070,5,5,204.7,1,1,150  ,129  ,125  ,117,115.5  ,-10  ,0.0,0.0,0.0,1.0,1.0,
HL TX1 REG C VOLTS  ,"HL,RCV1    ",5  ,125  ,129  ,150  ,117  ,115.5  ,-10  ,204.7,VOLTS  ,3698,3698,1,"""03070027""","""HL TX1 REG C VOLTS""",070,5,5,204.7,1,1,150  ,129  ,125  ,117,115.5  ,-10  ,0.0,0.0,0.0,1.0,1.0,
DC VOLTS  ,"WH,DCV     ",5  ,135  ,136.5  ,140  ,128.5  ,126.5  ,-10  ,150.0,VOLTS  ,3699,3699,1,"""03021035""","""DC VOLTS""",021,5,5,150.0,1,1,140  ,136.5  ,135  ,128.5,126.5  ,-10  ,0.0,0.0,0.0,1.0,1.0,
MI TX1 PRV DAY DMND  ,"MI,PDY1    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3700,3700,2,"""04011015""","""MI TX1 PRV DAY DMND""",011,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI TX2 PRV DAY DMND  ,"MI,PDY2    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3701,3701,2,"""04011016""","""MI TX2 PRV DAY DMND""",011,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI PRV DAY DMND TOTAL  ,"MI,PDYT    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3702,3702,2,"""04011017""","""MI PRV DAY DMND TOTAL""",011,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI TX1 PRV HR DMND  ,"MI,PHR1    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3703,3703,2,"""04011018""","""MI TX1 PRV HR DMND""",011,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI TX2 PRV HR DMND  ,"MI,PHR2    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3704,3704,2,"""04011019""","""MI TX2 PRV HR DMND""",011,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI TX1 PRV MTH DMND  ,"MI,PMT1    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3705,3705,2,"""04011020""","""MI TX1 PRV MTH DMND""",011,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
FA FDR 1 WATTS  ,"FA,1KW     ",5  ,  ,  ,  ,  ,  ,  ,20470.0,WATTS  ,3706,3706,1,"""03060032""","""FA FDR 1 WATTS""",060,5,3,20470.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
FA FDR 2 WATTS  ,"FA,2KW     ",5  ,  ,  ,  ,  ,  ,  ,20470.0,WATTS  ,3707,3707,1,"""03060033""","""FA FDR 2 WATTS""",060,5,3,20470.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
FA FDR 3 WATTS  ,"FA,3KW     ",5  ,  ,  ,  ,  ,  ,  ,20470.0,WATTS  ,3708,3708,1,"""03060034""","""FA FDR 3 WATTS""",060,5,3,20470.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
FA FDR 4 WATTS  ,"FA,4KW     ",5  ,  ,  ,  ,  ,  ,  ,20470.0,WATTS  ,3709,3709,1,"""03060035""","""FA FDR 4 WATTS""",060,5,3,20470.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
GL POWER FACTOR AVG  ,"GL,PFAVG   ",1  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,3710,3710,2,"""04046014""","""GL POWER FACTOR AVG""",046,1,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
PREVIOUS HOUR DEMAND  ,"GL,PHR     ",1  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3711,3711,2,"""04046015""","""PREVIOUS HOUR DEMAND""",046,1,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI TX2 CURRENT HOUR DMND  ,"MI,CHR2    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3712,3712,2,"""04011021""","""MI TX2 CURRENT HOUR DMND""",011,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI TX1 CUR MNT DEMD  ,"MI,CMT1    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3713,3713,2,"""04011022""","""MI TX1 CUR MNT DEMD""",011,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI TX2 CUR MNT DEMD  ,"MI,CMT2    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3714,3714,2,"""04011023""","""MI TX2 CUR MNT DEMD""",011,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
HL LTC1 TAP POS  ,"HL,LTC1    ",5  ,15  ,16  ,16.5  ,-15  ,-16  ,-16.5  ,15.9666,TAP  ,3715,3715,1,"""03070028""","""HL LTC1 TAP POS""",070,5,9,15.9666,1,1,16.5  ,16  ,15  ,-15,-16  ,-16.5  ,0.0,0.0,0.0,1.0,1.0,
BKR 7 A AMP BKR TRIP  ,"RV,7A      ",6  ,452  ,502  ,552  ,-10  ,-20  ,-30  ,600.0001,AMPS  ,3716,3716,1,"""03031060""","""BKR 7 A AMP BKR TRIP""",031,6,1,600.0001,1,1,552  ,502  ,452  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
SEM TOTAL COIN DEMAND  ,"CEC,COIN    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3717,3717,2,"""04053112""","""SEM TOTAL COIN DEMAND""",053,10,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MX TX1 C AMPS  ,"MX,TX1C    ",3  ,452  ,502  ,552  ,-10  ,-20  ,-30  ,2456.4,AMPS  ,3718,3718,1,"""03033028""","""MX TX1 C AMPS""",033,3,1,2456.4,1,1,552  ,502  ,452  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
M1 TX2 CALC DEMAND  ,"MI,CALI2   ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3719,3719,2,"""04011024""","""M1 TX2 CALC DEMAND""",011,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
TX1 CALC DEMAND  ,"HL,CALI1   ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3720,3720,2,"""04070008""","""TX1 CALC DEMAND""",070,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
TX1 MULTIPLIER  ,"HL,MUL1    ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3721,3721,2,"""04070009""","""TX1 MULTIPLIER""",070,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
TX1 CUR HOUR DEMAND  ,"HL,CHR1    ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3722,3722,2,"""04070010""","""TX1 CUR HOUR DEMAND""",070,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
TX1 PREV HOUR DEMAND  ,"HL,PHR1    ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3723,3723,2,"""04070011""","""TX1 PREV HOUR DEMAND""",070,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
TX1 CUR DAY DEMAND  ,"HL,CDY1    ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3724,3724,2,"""04070012""","""TX1 CUR DAY DEMAND""",070,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
TX1 PREV DAY KW  ,"HL,PDY1    ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3725,3725,2,"""04070013""","""TX1 PREV DAY KW""",070,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
TX1 CUR MONTH DEMAND  ,"HL,CMT1    ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3726,3726,2,"""04070014""","""TX1 CUR MONTH DEMAND""",070,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
HL2 TX1 PREV MONTH DEMAN  ,"HL,PMT1    ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3727,3727,2,"""04070015""","""HL2 TX1 PREV MONTH DEMAN""",070,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
KH 1 CUR MTH DEMAND  ,"KH,CMT1    ",1  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3728,3728,2,"""04038035""","""KH 1 CUR MTH DEMAND""",038,1,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
LC TX1 VARS LAG  ,"LC,MV1     ",3  ,4000  ,5000  ,5400  ,  ,  ,  ,65504.0,VARS  ,3729,3729,1,"""03023074""","""LC TX1 VARS LAG""",023,3,4,65504.0,1,1,5400  ,5000  ,4000  ,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BKR 1 WATTS  ,"CA,1KW     ",5  ,  ,  ,  ,  ,  ,  ,20470.0,WATTS  ,3730,3730,1,"""03010032""","""BKR 1 WATTS""",010,5,3,20470.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BKR 2 WATTS  ,"CA,2KW     ",5  ,  ,  ,  ,  ,  ,  ,20470.0,WATTS  ,3731,3731,1,"""03010033""","""BKR 2 WATTS""",010,5,3,20470.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BKR 3 WATTS  ,"CA,3KW     ",5  ,  ,  ,  ,  ,  ,  ,20470.0,WATTS  ,3732,3732,1,"""03010034""","""BKR 3 WATTS""",010,5,3,20470.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BKR 4 WATTS  ,"CA,4KW     ",5  ,  ,  ,  ,  ,  ,  ,20470.0,WATTS  ,3733,3733,1,"""03010035""","""BKR 4 WATTS""",010,5,3,20470.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
FRANCIS TX1 CALC DEMAND  ,"FR,CALI1   ",6  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3734,3734,2,"""04049035""","""FRANCIS TX1 CALC DEMAND""",049,6,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI TX2 POWER FACTOR  ,"MI,PF2M    ",3  ,  ,  ,  ,  ,  ,  ,204.7,PF  ,3735,3735,1,"""03011056""","""MI TX2 POWER FACTOR""",011,3,6,204.7,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
RS 2 CALI DEMAND  ,"RS,CALI2   ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3736,3736,2,"""04027019""","""RS 2 CALI DEMAND""",027,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI TX2 VARS LEAD  ,"MI,MV2-    ",3  ,5000  ,6000  ,14400  ,  ,  ,  ,65504.0,VARS  ,3737,3737,1,"""03011057""","""MI TX2 VARS LEAD""",011,3,4,65504.0,1,1,14400  ,6000  ,5000  ,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
RUSSELL TX2 MULTIPLIER  ,"RS,MUL2    ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3738,3738,2,"""04027020""","""RUSSELL TX2 MULTIPLIER""",027,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI TX2 KVA METER  ,"MI,KVA2M   ",3  ,  ,  ,  ,  ,  ,  ,65504.0,KVA  ,3739,3739,1,"""03011058""","""MI TX2 KVA METER""",011,3,8,65504.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
RS 1 CUR HR DEMAND  ,"RS,CHR1    ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3740,3740,2,"""04027021""","""RS 1 CUR HR DEMAND""",027,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
RS BRK 4 AMP TOTAL  ,"RS,4TOT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,3741,3741,2,"""04027022""","""RS BRK 4 AMP TOTAL""",027,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
RS 2 PREV DAY DEMAND  ,"RS,PDY2    ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3742,3742,2,"""04027023""","""RS 2 PREV DAY DEMAND""",027,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI PULSE ACCUMULATOR 1  ,"MI,P1      ",3  ,  ,  ,  ,1  ,-2  ,-4  ,4.8,WATTS  ,3743,3743,1,"""03011059""","""MI PULSE ACCUMULATOR 1""",011,3,3,4.8,1,1,999999,999996,999995,1,-2  ,-4  ,0.0,0.0,0.0,1.0,1.0,
MI TX2 FREQUENCY  ,"MI,TX2FRQ  ",3  ,  ,  ,  ,  ,  ,  ,204.7,HZ  ,3744,3744,1,"""03011060""","""MI TX2 FREQUENCY""",011,3,7,204.7,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
RS 1 CUR DAY DEMAND  ,"RS,CDY1    ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3745,3745,2,"""04027024""","""RS 1 CUR DAY DEMAND""",027,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
RS BRK 3 AMP TOTAL  ,"RS,3TOT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,3746,3746,2,"""04027025""","""RS BRK 3 AMP TOTAL""",027,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
RS 1 PREV DAY DEMAND  ,"RS,PDY1    ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3747,3747,2,"""04027026""","""RS 1 PREV DAY DEMAND""",027,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
KH FDR 2 WATTS  ,"KH,2KW     ",1  ,  ,  ,  ,  ,  ,  ,20470.0,WATTS  ,3748,3748,1,"""03038061""","""KH FDR 2 WATTS""",038,1,3,20470.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
KH 1 PREV DAY DEMAND  ,"KH,PDY1    ",1  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3749,3749,2,"""04038036""","""KH 1 PREV DAY DEMAND""",038,1,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI TX2 VARS LAG  ,"MI,MV2     ",3  ,5000  ,6000  ,14400  ,  ,  ,  ,65504.0,VARS  ,3750,3750,1,"""03011061""","""MI TX2 VARS LAG""",011,3,4,65504.0,1,1,14400  ,6000  ,5000  ,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
RS 2 CUR HR DEMAND  ,"RS,CHR2    ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3751,3751,2,"""04027027""","""RS 2 CUR HR DEMAND""",027,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
RS BRK 5 AMP TOTAL  ,"RS,5TOT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,3752,3752,2,"""04027028""","""RS BRK 5 AMP TOTAL""",027,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
KH 2 PREV DAY DEMAND  ,"KH,PDY2    ",1  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3753,3753,2,"""04038037""","""KH 2 PREV DAY DEMAND""",038,1,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
KH TX1 PRV HR DMND  ,"KH,PHR1    ",1  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3754,3754,2,"""04038038""","""KH TX1 PRV HR DMND""",038,1,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
RS PREV DAY DEMAND TOTAL  ,"RS,PDYT    ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3755,3755,2,"""04027029""","""RS PREV DAY DEMAND TOTAL""",027,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI PULSE ACCUMULATOR 2  ,"MI,P2      ",3  ,  ,  ,  ,1  ,-2  ,-4  ,4.8,WATTS  ,3756,3756,1,"""03011062""","""MI PULSE ACCUMULATOR 2""",011,3,3,4.8,1,1,999999,999996,999995,1,-2  ,-4  ,0.0,0.0,0.0,1.0,1.0,
NR W6164 POWER FACTOR  ,"NR,6164PF  ",3  ,  ,  ,  ,  ,  ,  ,2.047,PF  ,3757,3757,1,"""03051023""","""NR W6164 POWER FACTOR""",051,3,6,2.047,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MULTIPLIER  ,"SPR,LCMUL1  ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3758,3758,2,"""04067141""","""MULTIPLIER""",067,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
CURRENT HOUR DEMAND  ,"SPR,LCCHR1  ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3759,3759,2,"""04067142""","""CURRENT HOUR DEMAND""",067,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
PREVIOUS HOUR DEMAND  ,"ES,KWPHR   ",1  ,  ,  ,  ,  ,  ,  ,196512.0,KW  ,3760,3760,1,"""03047012""","""PREVIOUS HOUR DEMAND""",047,1,10,196512.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
CURRENT DAY DEMAND  ,"SPR,LCCDY1  ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3761,3761,2,"""04067143""","""CURRENT DAY DEMAND""",067,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
PREVIOUS DAY DEMAND  ,"SPR,LCPDY1  ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3762,3762,2,"""04067144""","""PREVIOUS DAY DEMAND""",067,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
CURRENT MONTH DEMAND  ,"SPR,LCCMT1  ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3763,3763,2,"""04067145""","""CURRENT MONTH DEMAND""",067,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
PREV MONTH TOTAL  ,"SPR,LCPMT1  ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3764,3764,2,"""04067146""","""PREV MONTH TOTAL""",067,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
TU ACCUMULATOR  ,"LC,P3      ",3  ,  ,  ,  ,1  ,-2  ,-4  ,14.4,WATTS  ,3765,3765,1,"""03023075""","""TU ACCUMULATOR""",023,3,3,14.4,1,1,999999,999996,999995,1,-2  ,-4  ,0.0,0.0,0.0,1.0,1.0,
MODEL  ,"SPR,LCCAL2  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,3766,3766,2,"""04067147""","""MODEL""",067,10,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MODEL  ,"SPR,LCMUL2  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,3767,3767,2,"""04067148""","""MODEL""",067,10,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MODEL  ,"SPR,LCCHR2  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,3768,3768,2,"""04067149""","""MODEL""",067,10,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MODEL  ,"SPR,LCPHR2  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,3769,3769,2,"""04067150""","""MODEL""",067,10,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MODEL  ,"SPR,LCCDY2  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,3770,3770,2,"""04067151""","""MODEL""",067,10,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MODEL  ,"SPR,LCPDY2  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,3771,3771,2,"""04067152""","""MODEL""",067,10,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MODEL  ,"SPR,LCCMT2  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,3772,3772,2,"""04067153""","""MODEL""",067,10,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MODEL  ,"SPR,LCPMT2  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,3773,3773,2,"""04067154""","""MODEL""",067,10,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MODEL  ,"SPR,LCP2    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,3774,3774,2,"""04067155""","""MODEL""",067,10,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
HW CALC DEMAND  ,"HW,CALI    ",6  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3775,3775,2,"""04061012""","""HW CALC DEMAND""",061,6,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MULTIPLIER  ,"HW,MUL     ",6  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3776,3776,2,"""04061013""","""MULTIPLIER""",061,6,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
CURRENT HOUR DEMAND  ,"HW,CHR     ",6  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3777,3777,2,"""04061014""","""CURRENT HOUR DEMAND""",061,6,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
PREVIOUS HOUR DEMAND  ,"SS,PHR     ",7  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3778,3778,2,"""04045016""","""PREVIOUS HOUR DEMAND""",045,7,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
