Name  ,Desc  ,Zones  ,PType  ,DevClass  ,EuText  ,Telem_CL  ,Telem_RTU  ,Telem_A  ,Telem_B  ,Telem_C  ,EU_Hi  ,EU_Lo  ,EU_Counts  ,AlogFmt  ,ZeroClmp  ,Alm_unrHi  ,Alm_emgHi  ,Alm_preHi  ,Alm_preLo  ,Alm_emgLo  ,Alm_unrLo  ,Sev_unrHi  ,Sev_emgHi  ,Sev_preHi  ,Sev_preLo  ,Sev_emgLo  ,Sev_unrLo  ,Vcode_unrHi  ,Vcode_emgHi  ,Vcode_preHi  ,Vcode_preLo  ,Vcode_emgLo  ,Vcode_unrLo  ,Dband_unr  ,Dband_emg  ,Dband_pre  ,ROC_Limit  ,ROC_Sev  ,ROC_Vcode  ,ROC_Pos  ,ROC_Neg  ,Sev_Normal  ,ALarm_Task  ,Annc_Delay  ,Annc_Delay_Pre  ,Annc_Delay_Eme  ,Annc_Delay_Unr  ,Jog  ,Rep_Except  ,Meter_PT  ,Trend_Flag  ,Auto_Flag  ,CmdSeq_Flag  
"BC,CMT1    ",BC TX1 CUR MONTH DEMAND  ,4  ,CWATT  ,Analog  ,KW  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"LC,MV2     ",LC TX2 VARS LAG  ,3  ,MVAR  ,Analog  ,VARS  ,2  ,5  ,22  ,2  ,0  ,65504.0000  ,0.0000  ,0::2047  ,STND  ,0  ,5400  ,5000  ,4000  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"CEC,SECIMW  ",SECI MW DIVIDER  ,1 2 3 4 5 6 7 8  ,CWATT  ,Analog  ,KW  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"SECI,78      ",DI MWATTS TOTAL  ,1 2  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,83  ,41  ,2  ,131008.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"BC,PMT1    ",BC TX1 PREV MONTH DEMAN  ,4  ,CWATT  ,Analog  ,KW  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"LC,KVAT    ",LC TOTAL KVA  ,3  ,CWATT  ,Analog  ,WATTS  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"LC,TX2W    ",LC TX2 WATTS  ,3  ,CWATT  ,Analog  ,WATTS  ,2  ,5  ,18  ,2  ,0  ,65504.0000  ,0.0000  ,0::2047  ,STND  ,0  ,30000  ,27000  ,25000  ,-10  ,-500  ,-1000  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,300  ,300  ,300  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"SECI,SEMINS  ",SEMI INST  ,1 2  ,CWATT  ,Analog  ,MWATT  ,9  ,2  ,32  ,30  ,0  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,3051  ,3041  ,3031  ,  ,  ,  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,10  ,10  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"SECI,SEMAVG  ",SEMI AVG MEGAWATTS  ,1 2  ,CWATT  ,Analog  ,MWATT  ,9  ,2  ,33  ,30  ,0  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,3051  ,3041  ,3031  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,10  ,10  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"SECI,SEMLH   ",SEMI LAST HR MEGAWATTS  ,1  ,CWATT  ,Analog  ,MWATT  ,9  ,2  ,34  ,30  ,0  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,1  ,1  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"SECI,SBWT    ",SPRING BANK MWATTS TOTAL  ,1 2  ,CWATT  ,Analog  ,MWATT  ,9  ,2  ,35  ,30  ,0  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,1  ,1  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"SECI,03      ",FORT MCCOY WATTS  ,1 2 3 4 5 6 7  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,7  ,41  ,2  ,65504.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,04      ",FRANCIS WATTS TOTAL  ,1 2 3 4 5 6 7  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,8  ,41  ,2  ,69120.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,05      ",GRIFFIS LOOP WATTS  ,1 2 3 4 5 6 7  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,9  ,41  ,2  ,10800.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,PERCOM  ",PERCENT OF COMMUNICATION  ,1 2 3 4 5 6 7  ,UNALOG  ,Analog  ,  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"SECI,TIMOUT  ",TIME OUTS  ,1  ,UNALOG  ,Analog  ,  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"SECI,SECERR  ",SECURITY ERROR COUNT  ,1  ,UNALOG  ,Analog  ,  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"SECI,WRONG   ",WRONG REPLY COUNT  ,1  ,UNALOG  ,Analog  ,  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"SECI,TOLPOL  ",TOTAL NUMBER OF POLLS  ,1  ,UNALOG  ,Analog  ,  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"SECI,02      ",BLACK CREEK WATTS TOTAL  ,1 2 3 4 5 6 7 8  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,6  ,41  ,2  ,2592000.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,06      ",HAMMOND WATTS  ,1 2 3 4 5 6 7  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,10  ,41  ,2  ,16376.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,07      ",BRANFORD WATTS  ,1 2 3 4 5 6 7  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,11  ,41  ,2  ,49128.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,08      ",CA TEMPERATURE  ,1 2 3 4 5 6 7  ,TEMP  ,Setpoint  ,DEG F  ,9  ,2  ,12  ,41  ,2  ,128.0000  ,-22.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,09      ",MANNVILLE WATTS  ,1 2 3 4 5 6 7  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,13  ,41  ,2  ,98256.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,10      ",MELROSE WATTS  ,1 2 3 4 5 6 7  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,14  ,41  ,2  ,98256.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,11      ",NEW RIVER WATTS  ,1 2 3 4 5 6 7  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,15  ,41  ,2  ,63000.0100  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,12      ",POMONA PARK WATTS  ,1 2 3 4 5 6 7  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,16  ,41  ,2  ,86400.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,13      ",SANDERSON WATTS  ,1 2 3 4 5 6 7  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,17  ,41  ,2  ,65504.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,14      ",SATSUMA WATTS  ,1 2 3 4 5 6 7  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,18  ,41  ,2  ,24564.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,15      ",TUSTENUGGEE WATTS  ,1 2 3 4 5 6 7  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,19  ,41  ,2  ,143999.8000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,16      ",LAKE CITY WATT TOTAL  ,1 2 3 4 5 6 7  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,20  ,41  ,2  ,34559.9900  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,17      ",MAXVILLE WATTS  ,1 2  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,21  ,41  ,2  ,98256.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,18      ",ALACHUA WATTS  ,1 2  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,22  ,41  ,2  ,81880.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,19      ",ACHER WATTS  ,1 2  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,23  ,41  ,2  ,32752.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,20      ",RIVERVIEW WATT TOTAL  ,1 2  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,24  ,41  ,2  ,131008.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,21      ",ASTOR WATTS  ,1 2  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,25  ,41  ,2  ,24564.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,22      ",HAWTHORNE WATTS  ,1 2  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,26  ,41  ,2  ,16376.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,23      ",CARA WATTS  ,1 2  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,27  ,41  ,2  ,32752.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,24      ",WACAHOOTA WATTS  ,1 2  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,28  ,41  ,2  ,32752.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,25      ",FORT WHITE WATTS  ,1 2  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,29  ,41  ,2  ,32752.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,26      ",SPRING GARDEN WATTS  ,1 2  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,30  ,41  ,2  ,16376.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,27      ",LYNN WATTS  ,1 2  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,31  ,41  ,2  ,32752.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SECI,28      ",KEYSTONE WATT TOTAL  ,1 2  ,CWATT  ,Setpoint  ,WATTS  ,9  ,2  ,32  ,41  ,2  ,69120.0100  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
