record,OrderNo,Type,Key,Name,Stn,AOR,pState,Norm,AlarmGroup,ICAddress,pDeviceInstance,pCtrlState,pScale,Name_Status_Source  ,Desc  ,Zones  ,PreSuffx  ,Telem_A  ,Open_A  ,Open_B  ,Close_A  ,Normal_State  
4566.0,4566.0,8.0,"""12027016""","""PSEUDO SWITCH""",027,10.0,216.0,0.0,1.0,"""""",2304.0,"""""","""""","PS,RS3242  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
4567.0,4567.0,8.0,"""12027017""","""PSEUDO SWITCH""",027,10.0,216.0,0.0,1.0,"""""",2305.0,"""""","""""","PS,RS3243  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
4568.0,4568.0,8.0,"""12027018""","""PSEUDO SWITCH""",027,10.0,216.0,0.0,1.0,"""""",2306.0,"""""","""""","PS,RS3131  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
4569.0,4569.0,8.0,"""12027019""","""PSEUDO SWITCH""",027,10.0,216.0,0.0,1.0,"""""",2307.0,"""""","""""","PS,RS3132  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
4570.0,4570.0,8.0,"""12027020""","""PSEUDO SWITCH""",027,10.0,216.0,0.0,1.0,"""""",2308.0,"""""","""""","PS,RS3133  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
4571.0,4571.0,8.0,"""12027021""","""PSEUDO SWITCH""",027,10.0,216.0,0.0,1.0,"""""",2309.0,"""""","""""","PS,RS3121  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
4572.0,4572.0,8.0,"""12027022""","""PSEUDO SWITCH""",027,10.0,216.0,0.0,1.0,"""""",2310.0,"""""","""""","PS,RS3122  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
4573.0,4573.0,8.0,"""12027023""","""PSEUDO SWITCH""",027,10.0,216.0,0.0,1.0,"""""",2311.0,"""""","""""","PS,RS3123  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
4574.0,4574.0,8.0,"""12027024""","""PSEUDO SWITCH""",027,10.0,216.0,0.0,1.0,"""""",2312.0,"""""","""""","PS,RS3SV1  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
4575.0,4575.0,1.0,"""01002111""","""TX2 STAGE1 FANS LOSS AC""",002,4.0,205.0,0.0,1.0,"""""",30.0,"""""","""""","BY,T2F1AC  ",TX2 STAGE1 FANS LOSS AC  ,4  ,4.0,8  ,  ,  ,  ,0.0
4576.0,4576.0,1.0,"""01002112""","""TX2 STAGE2 FANS LOSS AC""",002,4.0,205.0,0.0,1.0,"""""",329.0,"""""","""""","BY,T2F2AC  ",TX2 STAGE2 FANS LOSS AC  ,4  ,4.0,8  ,  ,  ,  ,0.0
4577.0,4577.0,1.0,"""01001103""","""DI BKR 7 351 SELF CHECK""",001,3.0,227.0,0.0,1.0,"""""",1651.0,"""""","""""","DI,351SC7  ",DI BKR 7 351 SELF CHECK  ,3  ,26.0,9  ,  ,  ,  ,0.0
4578.0,4578.0,1.0,"""01011095""","""BKR 3 2032-1 CPORT 3""",011,3.0,227.0,0.0,1.0,"""""",100.0,"""""","""""","MI,32CP3   ",BKR 3 2032-1 CPORT 3  ,3  ,26.0,3  ,  ,  ,  ,0.0
4579.0,4579.0,1.0,"""01011096""","""TX1 TANK HIGH OIL""",011,3.0,211.0,0.0,1.0,"""""",2313.0,"""""","""""","MI,TX1HI   ",TX1 TANK HIGH OIL  ,3  ,10.0,4  ,  ,  ,  ,0.0
4580.0,4580.0,1.0,"""01011097""","""LTC1 TANK LOW OIL""",011,3.0,210.0,0.0,1.0,"""""",505.0,"""""","""""","MI,LTC1LO  ",LTC1 TANK LOW OIL  ,3  ,9.0,4  ,  ,  ,  ,0.0
4581.0,4581.0,1.0,"""01010040""","""CARA TX LKOUT RELAY""",010,5.0,215.0,0.0,1.0,"""""",67.0,"""""","""""","CA,86T     ",CARA TX LKOUT RELAY  ,5  ,14.0,2  ,  ,  ,  ,0.0
4582.0,4582.0,1.0,"""01010041""","""CARA LOC/REM SW""",010,5.0,214.0,0.0,1.0,"""""",66.0,"""""","""""","CA,LRS     ",CARA LOC/REM SW  ,5  ,13.0,2  ,  ,  ,  ,0.0
4583.0,4583.0,1.0,"""01010042""","""CA 501 SELF CHECK""",010,5.0,227.0,0.0,1.0,"""""",69.0,"""""","""""","CA,501SC   ",CA 501 SELF CHECK  ,5  ,26.0,2  ,  ,  ,  ,0.0
4584.0,4584.0,1.0,"""01010043""","""CA 387 SELF CHECK""",010,5.0,227.0,0.0,1.0,"""""",68.0,"""""","""""","CA,387SC   ",CA 387 SELF CHECK  ,5  ,26.0,2  ,  ,  ,  ,0.0
4585.0,4585.0,1.0,"""01068072""","""HOUSE VENT LOSS OF DC""",068,5.0,227.0,0.0,1.0,"""""",2314.0,"""""","""""","HL,VENTDC  ",HOUSE VENT LOSS OF DC  ,5  ,26.0,2  ,  ,  ,  ,0.0
4586.0,4586.0,1.0,"""01010044""","""CARA TX HOT SPOT""",010,5.0,209.0,0.0,1.0,"""""",51.0,"""""","""""","CA,THS     ",CARA TX HOT SPOT  ,5  ,8.0,0  ,  ,  ,  ,0.0
4587.0,4587.0,1.0,"""01010045""","""CARA TX LOC/REM SW""",010,5.0,214.0,0.0,1.0,"""""",1428.0,"""""","""""","CA,TXLRS   ",CARA TX LOC/REM SW  ,5  ,13.0,0  ,  ,  ,  ,0.0
4588.0,4588.0,1.0,"""01010046""","""CA TX TAP CHNGR OFF TAP""",010,5.0,223.0,0.0,1.0,"""""",401.0,"""""","""""","CA,TCP     ",CA TX TAP CHNGR OFF TAP  ,5  ,22.0,5  ,  ,  ,  ,0.0
4589.0,4589.0,2.0,"""01010047""","""CARA VOLT CONTROL K1""",010,5.0,218.0,0.0,1.0,"""""",53.0,"""""","""""","CA,K1      ",CARA VOLT CONTROL K1  ,5  ,17.0,0  ,8  ,0  ,8  ,0.0
4590.0,4590.0,2.0,"""01010048""","""CARA VOLT CONTROL K2""",010,5.0,218.0,0.0,1.0,"""""",54.0,"""""","""""","CA,K2      ",CARA VOLT CONTROL K2  ,5  ,17.0,0  ,9  ,0  ,9  ,0.0
4591.0,4591.0,1.0,"""01010049""","""CA 3 BKR FAIL""",010,5.0,220.0,0.0,1.0,"""""",160.0,"""""","""""","CA,3BF     ",CA 3 BKR FAIL  ,5  ,19.0,4  ,  ,  ,  ,0.0
4592.0,4592.0,1.0,"""01068073""","""HOUSE SMOKE""",068,5.0,227.0,0.0,1.0,"""""",1564.0,"""""","""""","HL,SMOKE   ",HOUSE SMOKE  ,5  ,26.0,2  ,  ,  ,  ,0.0
4593.0,4593.0,1.0,"""01062059""","""MOBIL TX LOSS OF AC""",062,3.0,227.0,0.0,1.0,"""""",24.0,"""""","""""","SN,MTXAC   ",MOBIL TX LOSS OF AC  ,3  ,26.0,6  ,  ,  ,  ,0.0
4594.0,4594.0,1.0,"""01068074""","""BATT DC VOLT""",068,5.0,227.0,0.0,1.0,"""""",328.0,"""""","""""","HL,BATTDC  ",BATT DC VOLT  ,5  ,26.0,2  ,  ,  ,  ,0.0
4595.0,4595.0,1.0,"""01068075""","""BATT GROUND""",068,5.0,227.0,0.0,1.0,"""""",341.0,"""""","""""","HL,BATGND  ",BATT GROUND  ,5  ,26.0,2  ,  ,  ,  ,0.0
4596.0,4596.0,1.0,"""01068076""","""TX1 387-1 BUSS DIFF S/C""",068,5.0,227.0,0.0,1.0,"""""",2315.0,"""""","""""","HL,387B1S  ",TX1 387-1 BUSS DIFF S/C  ,5  ,26.0,3  ,  ,  ,  ,0.0
4597.0,4597.0,1.0,"""01068077""","""FL ROCK BKR2""",068,5.0,202.0,0.0,1.0,"""""",2316.0,"""""","""""","HL,FRBKR2  ",FL ROCK BKR2  ,5  ,1.0,2  ,  ,  ,  ,0.0
4598.0,4598.0,8.0,"""12043016""","""PSEUDO SWITCH""",043,10.0,216.0,0.0,1.0,"""""",2317.0,"""""","""""","PS,GT2440  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
4599.0,4599.0,1.0,"""01068078""","""FR BKR 2 387 86D LOCKOUT""",068,5.0,215.0,0.0,1.0,"""""",2318.0,"""""","""""","HL,86D2    ",FR BKR 2 387 86D LOCKOUT  ,5  ,14.0,2  ,  ,  ,  ,0.0
4600.0,4600.0,1.0,"""01068079""","""TX2 2505-2 CPORT""",068,5.0,227.0,0.0,1.0,"""""",973.0,"""""","""""","HL,25T2CP  ",TX2 2505-2 CPORT  ,5  ,26.0,2  ,  ,  ,  ,0.0
4601.0,4601.0,1.0,"""01068080""","""HOUSE TX2 2505-2 CPORT""",068,5.0,227.0,0.0,1.0,"""""",2319.0,"""""","""""","HL,25H2CP  ",HOUSE TX2 2505-2 CPORT  ,5  ,26.0,2  ,  ,  ,  ,0.0
4602.0,4602.0,1.0,"""01068081""","""BKR 2 2505-3 CPORT""",068,5.0,227.0,0.0,1.0,"""""",2320.0,"""""","""""","HL,25B2CP  ",BKR 2 2505-3 CPORT  ,5  ,26.0,2  ,  ,  ,  ,0.0
4603.0,4603.0,8.0,"""12043017""","""PSEUDO SWITCH""",043,10.0,216.0,0.0,1.0,"""""",2321.0,"""""","""""","PS,GT2441  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
4604.0,4604.0,6.0,"""41068004""","""HL TX2 LOAD TAP CHANGER""",068,5.0,208.0,1.0,1.0,"""""",260.0,238,25,"HL,TC2     ",HL TX2 LOAD TAP CHANGER  ,5  ,7.0,  ,3  ,0  ,3  ,1.0
4605.0,4605.0,1.0,"""01068082""","""AC POWER FAIL""",068,5.0,227.0,0.0,1.0,"""""",2322.0,"""""","""""","HL,ACFAIL  ",AC POWER FAIL  ,5  ,26.0,2  ,  ,  ,  ,0.0
4606.0,4606.0,1.0,"""01068083""","""BKR 2 387L SELF CHECK""",068,5.0,227.0,0.0,1.0,"""""",2323.0,"""""","""""","HL,387L2S  ",BKR 2 387L SELF CHECK  ,5  ,26.0,2  ,  ,  ,  ,0.0
4607.0,4607.0,1.0,"""01022087""","""MOBILE TX 387 SELF CHECK""",022,4.0,227.0,0.0,1.0,"""""",412.0,"""""","""""","GC,MTXSC   ",MOBILE TX 387 SELF CHECK  ,4  ,26.0,8  ,  ,  ,  ,0.0
4608.0,4608.0,1.0,"""01022088""","""MOBILE TX LOSS OF AC""",022,4.0,205.0,0.0,1.0,"""""",24.0,"""""","""""","GC,MTXAC   ",MOBILE TX LOSS OF AC  ,4  ,4.0,8  ,  ,  ,  ,0.0
4609.0,4609.0,1.0,"""01022089""","""MOBILE TX OIL TEMP""",022,4.0,209.0,0.0,1.0,"""""",1.0,"""""","""""","GC,MTXTOT  ",MOBILE TX OIL TEMP  ,4  ,8.0,8  ,  ,  ,  ,0.0
4610.0,4610.0,8.0,"""12068006""","""PSEUDO SWITCH""",068,10.0,216.0,0.0,1.0,"""""",2324.0,"""""","""""","PS,HL107   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
4611.0,4611.0,8.0,"""12068007""","""PSEUDO SWITCH""",068,10.0,216.0,0.0,1.0,"""""",2325.0,"""""","""""","PS,HL108   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
4612.0,4612.0,1.0,"""01056064""","""TX OIL TEMP""",056,6.0,209.0,0.0,1.0,"""""",50.0,"""""","""""","SA,TOT     ",TX OIL TEMP  ,6  ,8.0,1  ,  ,  ,  ,0.0
4613.0,4613.0,1.0,"""01068084""","""UPS BATT ALARM, SEL""",068,5.0,227.0,0.0,1.0,"""""",75.0,"""""","""""","HL,UPSBAT  ","UPS BATT ALARM, SEL  ",5  ,26.0,8  ,  ,  ,  ,0.0
4614.0,4614.0,1.0,"""01068085""","""TX2 387E-2 DIFF SELF CK""",068,5.0,227.0,0.0,1.0,"""""",2326.0,"""""","""""","HL,387T2S  ",TX2 387E-2 DIFF SELF CK  ,5  ,26.0,0  ,  ,  ,  ,0.0
4615.0,4615.0,2.0,"""01060055""","""HW REG A VOLT CONTROL K1""",060,6.0,218.0,0.0,1.0,"""""",1148.0,"""""","""""","HW,K1REGA  ",HW REG A VOLT CONTROL K1  ,6  ,17.0,3  ,26  ,0  ,27  ,0.0
4616.0,4616.0,2.0,"""01060056""","""HW REG A VOLT CONTROL K2""",060,6.0,218.0,0.0,1.0,"""""",1149.0,"""""","""""","HW,K2REGA  ",HW REG A VOLT CONTROL K2  ,6  ,17.0,3  ,28  ,0  ,29  ,0.0
4617.0,4617.0,1.0,"""01060057""","""REG B NO CONTROL K1""",060,6.0,218.0,0.0,1.0,"""""",245.0,"""""","""""","HW,K1REGB  ",REG B NO CONTROL K1  ,6  ,17.0,3  ,  ,  ,  ,0.0
4618.0,4618.0,1.0,"""01060058""","""REG B NO CONTROL K2""",060,6.0,218.0,0.0,1.0,"""""",462.0,"""""","""""","HW,K2REGB  ",REG B NO CONTROL K2  ,6  ,17.0,3  ,  ,  ,  ,0.0
4619.0,4619.0,1.0,"""01060059""","""REG C NO CONTROL K1""",060,6.0,218.0,0.0,1.0,"""""",883.0,"""""","""""","HW,K1REGC  ",REG C NO CONTROL K1  ,6  ,17.0,3  ,  ,  ,  ,0.0
4620.0,4620.0,1.0,"""01060060""","""REG C NO CONTROL K2""",060,6.0,218.0,0.0,1.0,"""""",436.0,"""""","""""","HW,K2REGC  ",REG C NO CONTROL K2  ,6  ,17.0,3  ,  ,  ,  ,0.0
4621.0,4621.0,1.0,"""01060061""","""HW BKR 1 UNDER FREQ TRIP""",060,6.0,202.0,0.0,1.0,"""""",369.0,"""""","""""","HW,1UF     ",HW BKR 1 UNDER FREQ TRIP  ,6  ,1.0,4  ,  ,  ,  ,0.0
4622.0,4622.0,1.0,"""01060062""","""BKR 1 LOSS OF POT FOR UF""",060,6.0,227.0,0.0,1.0,"""""",79.0,"""""","""""","HW,1POT    ",BKR 1 LOSS OF POT FOR UF  ,6  ,26.0,4  ,  ,  ,  ,0.0
4623.0,4623.0,1.0,"""01060063""","""HW BKR 2 UNDER FREQ TRIP""",060,6.0,202.0,0.0,1.0,"""""",370.0,"""""","""""","HW,2UF     ",HW BKR 2 UNDER FREQ TRIP  ,6  ,1.0,4  ,  ,  ,  ,0.0
4624.0,4624.0,1.0,"""01060064""","""BKR 2 LOSS OF POT FOR UF""",060,6.0,227.0,0.0,1.0,"""""",251.0,"""""","""""","HW,2POT    ",BKR 2 LOSS OF POT FOR UF  ,6  ,26.0,4  ,  ,  ,  ,0.0
4625.0,4625.0,1.0,"""01060065""","""HW BKR 3 UNDER FREQ TRIP""",060,6.0,202.0,0.0,1.0,"""""",416.0,"""""","""""","HW,3UF     ",HW BKR 3 UNDER FREQ TRIP  ,6  ,1.0,4  ,  ,  ,  ,0.0
4626.0,4626.0,1.0,"""01060066""","""BKR 3 LOSS OF POT FOR UF""",060,6.0,227.0,0.0,1.0,"""""",81.0,"""""","""""","HW,3POT    ",BKR 3 LOSS OF POT FOR UF  ,6  ,26.0,4  ,  ,  ,  ,0.0
4627.0,4627.0,1.0,"""01060067""","""HW BKR 4 UNDER FREQ TRIP""",060,6.0,202.0,0.0,1.0,"""""",374.0,"""""","""""","HW,4UF     ",HW BKR 4 UNDER FREQ TRIP  ,6  ,1.0,4  ,  ,  ,  ,0.0
4628.0,4628.0,1.0,"""01060068""","""BKR 4 LOSS OF POT FOR UF""",060,6.0,227.0,0.0,1.0,"""""",403.0,"""""","""""","HW,4POT    ",BKR 4 LOSS OF POT FOR UF  ,6  ,26.0,4  ,  ,  ,  ,0.0
4629.0,4629.0,1.0,"""01008053""","""HOUSE 2505-3 SELF CHECK""",008,7.0,227.0,0.0,1.0,"""""",2327.0,"""""","""""","SG,25HSC2  ",HOUSE 2505-3 SELF CHECK  ,7  ,26.0,1  ,  ,  ,  ,0.0
4630.0,4630.0,1.0,"""01007093""","""BC 8W27 LOCAL REMOTE SW""",007,3.0,214.0,0.0,1.0,"""""",2328.0,"""""","""""","BC,8W27LR  ",BC 8W27 LOCAL REMOTE SW  ,3  ,13.0,3  ,  ,  ,  ,0.0
4631.0,4631.0,1.0,"""01014156""","""DB BKR 1 UNDER FREQ TRIP""",014,3.0,202.0,0.0,1.0,"""""",369.0,"""""","""""","DB,1UF     ",DB BKR 1 UNDER FREQ TRIP  ,3  ,1.0,10  ,  ,  ,  ,0.0
4632.0,4632.0,1.0,"""01056065""","""SA TX LOW OIL""",056,6.0,210.0,0.0,1.0,"""""",633.0,"""""","""""","SA,TXLO    ",SA TX LOW OIL  ,6  ,9.0,1  ,  ,  ,  ,0.0
4633.0,4633.0,1.0,"""01042063""","""LY 6 BKR FAIL""",042,7.0,220.0,0.0,1.0,"""""",466.0,"""""","""""","LY,6BF     ",LY 6 BKR FAIL  ,7  ,19.0,3  ,  ,  ,  ,0.0
4634.0,4634.0,2.0,"""01043066""","""GT W6147 OCB""",043,7.0,202.0,0.0,1.0,"""""",2329.0,"""""","""""","GT,W6147   ",GT W6147 OCB  ,7  ,1.0,5  ,21  ,0  ,21  ,0.0
4635.0,4635.0,1.0,"""01068086""","""BKR 1 387L SELF CHECK""",068,5.0,215.0,0.0,1.0,"""""",2330.0,"""""","""""","HL,387B1   ",BKR 1 387L SELF CHECK  ,5  ,14.0,5  ,  ,  ,  ,0.0
4636.0,4636.0,1.0,"""01068087""","""UPS LOSS OF AC, SEL""",068,5.0,227.0,0.0,1.0,"""""",392.0,"""""","""""","HL,UPSAC   ","UPS LOSS OF AC, SEL  ",5  ,26.0,8  ,  ,  ,  ,0.0
4637.0,4637.0,5.0,"""02065028""","""MODEL STATUS""",065,10.0,218.0,0.0,1.0,"""""",392.0,"""""","""""","SPR,UPSAC   ",MODEL STATUS  ,1 2 3 4 5 6 7 8  ,17.0,  ,  ,  ,  ,0.0
4638.0,4638.0,1.0,"""01072061""","""AS UPS LOSS OF AC""",072,7.0,227.0,0.0,1.0,"""""",2331.0,"""""","""""","AS,UPSAC2  ",AS UPS LOSS OF AC  ,7  ,26.0,5  ,  ,  ,  ,0.0
4639.0,4639.0,1.0,"""01060069""","""UPS LOSS OF AC, SEL""",060,7.0,227.0,0.0,1.0,"""""",392.0,"""""","""""","HW,UPSAC   ","UPS LOSS OF AC, SEL  ",7  ,26.0,5  ,  ,  ,  ,0.0
4640.0,4640.0,1.0,"""01025037""","""MOBIL TX LOSS OF AC""",025,10.0,227.0,0.0,1.0,"""""",24.0,"""""","""""","PH,MTXAC   ",MOBIL TX LOSS OF AC  ,1 2 3 4 5 6 7 8  ,26.0,5  ,  ,  ,  ,0.0
4641.0,4641.0,1.0,"""01025038""","""BKR 4 LOSS OF POT FOR UF""",025,5.0,227.0,0.0,1.0,"""""",403.0,"""""","""""","PH,4POT    ",BKR 4 LOSS OF POT FOR UF  ,5  ,26.0,1  ,  ,  ,  ,0.0
4642.0,4642.0,1.0,"""01030052""","""UPS LOSS OF AC, SEL""",030,7.0,227.0,0.0,1.0,"""""",392.0,"""""","""""","SS,UPSAC   ","UPS LOSS OF AC, SEL  ",7  ,26.0,5  ,  ,  ,  ,0.0
4643.0,4643.0,1.0,"""01071110""","""UPS LOSS OF AC, SEL""",071,3.0,227.0,0.0,1.0,"""""",392.0,"""""","""""","WO,UPSAC   ","UPS LOSS OF AC, SEL  ",3  ,26.0,7  ,  ,  ,  ,0.0
4644.0,4644.0,1.0,"""01025039""","""PH TX 501 SELF CHECK""",025,5.0,227.0,0.0,1.0,"""""",69.0,"""""","""""","PH,501SC   ",PH TX 501 SELF CHECK  ,5  ,26.0,2  ,  ,  ,  ,0.0
4645.0,4645.0,1.0,"""01025040""","""PH 2100 SELF CHECK""",025,5.0,227.0,0.0,1.0,"""""",70.0,"""""","""""","PH,2100SC  ",PH 2100 SELF CHECK  ,5  ,26.0,2  ,  ,  ,  ,0.0
4646.0,4646.0,1.0,"""01025041""","""PH 734 METER SELF CHECK""",025,5.0,227.0,0.0,1.0,"""""",71.0,"""""","""""","PH,METSC   ",PH 734 METER SELF CHECK  ,5  ,26.0,2  ,  ,  ,  ,0.0
4647.0,4647.0,1.0,"""01025042""","""PH TX 86T TRIP-COIL MON""",025,5.0,227.0,0.0,1.0,"""""",72.0,"""""","""""","PH,86TCM   ",PH TX 86T TRIP-COIL MON  ,5  ,26.0,2  ,  ,  ,  ,0.0
4648.0,4648.0,1.0,"""01025043""","""PH TX 94T TRIP-COIL MON""",025,5.0,227.0,0.0,1.0,"""""",653.0,"""""","""""","PH,94TCM   ",PH TX 94T TRIP-COIL MON  ,5  ,26.0,2  ,  ,  ,  ,0.0
4649.0,4649.0,1.0,"""01025044""","""PH BATT DC VOLT""",025,5.0,227.0,0.0,1.0,"""""",328.0,"""""","""""","PH,BATTDC  ",PH BATT DC VOLT  ,5  ,26.0,2  ,  ,  ,  ,0.0
4650.0,4650.0,1.0,"""01025045""","""PH BKR 1 2032 CPORT 1""",025,5.0,227.0,0.0,1.0,"""""",19.0,"""""","""""","PH,32CP1   ",PH BKR 1 2032 CPORT 1  ,5  ,26.0,2  ,  ,  ,  ,0.0
4651.0,4651.0,1.0,"""01025046""","""PH BKR 3 2032 CPORT 3""",025,5.0,227.0,0.0,1.0,"""""",100.0,"""""","""""","PH,32CP3   ",PH BKR 3 2032 CPORT 3  ,5  ,26.0,2  ,  ,  ,  ,0.0
4652.0,4652.0,1.0,"""01025047""","""PH BKR 4 2032 CPORT 4""",025,5.0,227.0,0.0,1.0,"""""",373.0,"""""","""""","PH,32CP4   ",PH BKR 4 2032 CPORT 4  ,5  ,26.0,2  ,  ,  ,  ,0.0
4653.0,4653.0,1.0,"""01025048""","""REG A PH 2431 2032 CP 11""",025,5.0,227.0,0.0,1.0,"""""",12.0,"""""","""""","PH,32CP11  ",REG A PH 2431 2032 CP 11  ,5  ,26.0,3  ,  ,  ,  ,0.0
4654.0,4654.0,1.0,"""01025049""","""REG B PH 2431 2032 CP 12""",025,5.0,227.0,0.0,1.0,"""""",405.0,"""""","""""","PH,32CP12  ",REG B PH 2431 2032 CP 12  ,5  ,26.0,3  ,  ,  ,  ,0.0
4655.0,4655.0,1.0,"""01025050""","""REG C PH 2431 2032 CP 13""",025,5.0,227.0,0.0,1.0,"""""",406.0,"""""","""""","PH,32CP13  ",REG C PH 2431 2032 CP 13  ,5  ,26.0,3  ,  ,  ,  ,0.0
4656.0,4656.0,2.0,"""01025051""","""PH REG A VOLT CONTROL K1""",025,5.0,218.0,0.0,1.0,"""""",1148.0,"""""","""""","PH,K1REGA  ",PH REG A VOLT CONTROL K1  ,5  ,17.0,3  ,20  ,0  ,21  ,0.0
4657.0,4657.0,2.0,"""01025052""","""PH REG A VOLT CONTROL K2""",025,5.0,218.0,0.0,1.0,"""""",1149.0,"""""","""""","PH,K2REGA  ",PH REG A VOLT CONTROL K2  ,5  ,17.0,3  ,22  ,0  ,23  ,0.0
4658.0,4658.0,1.0,"""01025053""","""REG B NO CONTROL K1""",025,5.0,218.0,0.0,1.0,"""""",245.0,"""""","""""","PH,K1REGB  ",REG B NO CONTROL K1  ,5  ,17.0,3  ,  ,  ,  ,0.0
4659.0,4659.0,1.0,"""01025054""","""REG B NO CONTROL K2""",025,5.0,218.0,0.0,1.0,"""""",462.0,"""""","""""","PH,K2REGB  ",REG B NO CONTROL K2  ,5  ,17.0,3  ,  ,  ,  ,0.0
4660.0,4660.0,1.0,"""01025055""","""REG C NO CONTROL K1""",025,5.0,218.0,0.0,1.0,"""""",883.0,"""""","""""","PH,K1REGC  ",REG C NO CONTROL K1  ,5  ,17.0,3  ,  ,  ,  ,0.0
4661.0,4661.0,1.0,"""01025056""","""REG C NO CONTROL K2""",025,5.0,218.0,0.0,1.0,"""""",436.0,"""""","""""","PH,K2REGC  ",REG C NO CONTROL K2  ,5  ,17.0,3  ,  ,  ,  ,0.0
4662.0,4662.0,1.0,"""01025057""","""UPS BATT ALARM, SEL""",025,5.0,227.0,0.0,1.0,"""""",75.0,"""""","""""","PH,UPSBAT  ","UPS BATT ALARM, SEL  ",5  ,26.0,5  ,  ,  ,  ,0.0
4663.0,4663.0,1.0,"""01025058""","""UPS LOSS OF AC, SEL""",025,5.0,227.0,0.0,1.0,"""""",392.0,"""""","""""","PH,UPSAC   ","UPS LOSS OF AC, SEL  ",5  ,26.0,5  ,  ,  ,  ,0.0
4664.0,4664.0,1.0,"""01049028""","""FR TX HOT SPOT""",049,6.0,209.0,0.0,1.0,"""""",51.0,"""""","""""","FR,THS     ",FR TX HOT SPOT  ,6  ,8.0,2  ,  ,  ,  ,0.0
4665.0,4665.0,1.0,"""01001104""","""DI BKR 7 2032 CPORT-4""",001,3.0,227.0,0.0,1.0,"""""",1703.0,"""""","""""","DI,32CP7   ",DI BKR 7 2032 CPORT-4  ,3  ,26.0,9  ,  ,  ,  ,0.0
4666.0,4666.0,1.0,"""01049029""","""FR TX 1 2411 SELF CHECK""",049,6.0,227.0,0.0,1.0,"""""",49.0,"""""","""""","FR,2411SC  ",FR TX 1 2411 SELF CHECK  ,6  ,26.0,2  ,  ,  ,  ,0.0
4667.0,4667.0,1.0,"""01012070""","""LA MOSW S6106 LOSS DC""",012,4.0,227.0,0.0,1.0,"""""",2332.0,"""""","""""","LA,6106DC  ",LA MOSW S6106 LOSS DC  ,4  ,26.0,5  ,  ,  ,  ,0.0
4668.0,4668.0,2.0,"""01023011""","""TU OCB W6205""",023,3.0,202.0,0.0,1.0,"""""",2333.0,"""""","""""","LC,TU6205  ",TU OCB W6205  ,3  ,1.0,12  ,33  ,0  ,33  ,0.0
4669.0,4669.0,1.0,"""01049030""","""FR TX OIL TEMP""",049,6.0,209.0,0.0,1.0,"""""",50.0,"""""","""""","FR,TOT     ",FR TX OIL TEMP  ,6  ,8.0,2  ,  ,  ,  ,0.0
4670.0,4670.0,1.0,"""01012071""","""LA MOSW 6105S LOSS DC""",012,4.0,227.0,0.0,1.0,"""""",2334.0,"""""","""""","LA,6105DC  ",LA MOSW 6105S LOSS DC  ,4  ,26.0,5  ,  ,  ,  ,0.0
4671.0,4671.0,1.0,"""01001105""","""BKR 7 2100 CPORT 41""",001,3.0,227.0,0.0,1.0,"""""",880.0,"""""","""""","DI,21CP7   ",BKR 7 2100 CPORT 41  ,3  ,26.0,9  ,  ,  ,  ,0.0
4672.0,4672.0,1.0,"""01049031""","""FR BKR 2 3530 CPORT""",049,6.0,227.0,0.0,1.0,"""""",157.0,"""""","""""","FR,35CP2   ",FR BKR 2 3530 CPORT  ,6  ,26.0,4  ,  ,  ,  ,0.0
4673.0,4673.0,1.0,"""01049032""","""FR BKR 1 CPORT 18 MBIT""",049,6.0,227.0,0.0,1.0,"""""",2335.0,"""""","""""","FR,35P181  ",FR BKR 1 CPORT 18 MBIT  ,6  ,26.0,4  ,  ,  ,  ,0.0
4674.0,4674.0,1.0,"""01008054""","""SG BKR 1 3530 CPORT""",008,7.0,227.0,0.0,1.0,"""""",257.0,"""""","""""","SG,35CP1   ",SG BKR 1 3530 CPORT  ,7  ,26.0,0  ,  ,  ,  ,0.0
