record,OrderNo,Type,Name_match,Key,Name,Stn,AOR,"77,0","77,1","77,2","77,3","77,4","78,0","78,1","78,2","78,3","78,4","91,1","91,2","91,3","91,4","91,5",pScale EU_Hi,AlarmGrp,ICAddress,pUNIT,RawCountFormat
3906,3906,1,"HA,RCTAP1  ","""03020034""","""HA TX1 REG C TAP POS""",020,7,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9922,1,,9,1
3907,3907,1,"RV,KVA2M   ","""03031066""","""TX2 KVA METER""",031,6,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,65504.0,1,,8,1
3908,3908,1,"DB,KWPHR2  ","""03014096""","""DB TX2 PREV HOUR DEMAND""",014,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,196512.0,1,,10,1
3909,3909,1,"DB,KWPHR3  ","""03014097""","""DB TX3 PREV HOUR DEMAND""",014,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,196512.0,1,,10,1
3910,3910,1,"SECI,137     ","""03058150""","""DB TX1 REG A VOLTS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3911,3911,1,"SECI,138     ","""03058151""","""DB TX1 REG B VOLTS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3912,3912,1,"SECI,139     ","""03058152""","""DB TX1 REG C VOLTS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3913,3913,1,"SECI,140     ","""03058153""","""DB TX1 TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3914,3914,1,"SECI,141     ","""03058154""","""DB TX2 REG A VOLTS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3915,3915,1,"SECI,142     ","""03058155""","""DB TX2 REG B VOLTS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3916,3916,1,"SECI,143     ","""03058156""","""DB TX2 REG C VOLTS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3917,3917,1,"SECI,144     ","""03058157""","""DB TX2 TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3918,3918,1,"SECI,145     ","""03058158""","""DB TX3 REG A VOLTS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3919,3919,1,"SECI,146     ","""03058159""","""DB TX3 REG B VOLTS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3920,3920,1,"SECI,147     ","""03058160""","""DB TX3 REG C VOLTS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3921,3921,1,"SECI,148     ","""03058161""","""DB TX3 TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3922,3922,1,"SECI,149     ","""03058162""","""BW TX RAV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,149.9837,1,,5,1
3923,3923,1,"SECI,150     ","""03058163""","""BW TX RBV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,149.9837,1,,5,1
3924,3924,1,"SECI,151     ","""03058164""","""BW TX RCV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,149.9837,1,,5,1
3925,3925,1,"SECI,152     ","""03058165""","""BW REG A TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3926,3926,1,"SECI,153     ","""03058166""","""BW REG B TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3927,3927,1,"SECI,154     ","""03058167""","""BW REG C TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3928,3928,1,"SECI,155     ","""03058168""","""OP TX RAV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,149.9837,1,,5,1
3929,3929,1,"SECI,156     ","""03058169""","""OP TX RBV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,149.9837,1,,5,1
3930,3930,1,"SECI,157     ","""03058170""","""OP TX RCV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,149.9837,1,,5,1
3931,3931,1,"SECI,158     ","""03058171""","""OP REG TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3932,3932,1,"SECI,159     ","""03058172""","""WE TX1 RAV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,149.9837,1,,5,1
3933,3933,1,"SECI,160     ","""03058173""","""WE TX1 RBV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,149.9837,1,,5,1
3934,3934,1,"SECI,161     ","""03058174""","""WE TX1 RCV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,149.9837,1,,5,1
3935,3935,2,"BC,TX1PHT  ","""04007081""","""BC NORTH TX1 PREV HR TOT""",007,16,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3936,3936,2,"BC,TX1PDT  ","""04007082""","""BC NORTH TX1 PRE DAY TOT""",007,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3937,3937,1,"SECI,162     ","""03058175""","""WE TX1 LTC1""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3938,3938,1,"SECI,163     ","""03058176""","""OP RAV TX1""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3939,3939,1,"SECI,164     ","""03058177""","""OP RBV TX2""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3940,3940,1,"SECI,165     ","""03058178""","""WE TX2 RAV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,149.9837,1,,5,1
3941,3941,1,"SECI,166     ","""03058179""","""WE TX2 RBV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,149.9837,1,,5,1
3942,3942,1,"SECI,167     ","""03058180""","""WE TX2 RCV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,149.9837,1,,5,1
3943,3943,1,"SECI,168     ","""03058181""","""WE LTC2""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3944,3944,1,"SECI,169     ","""03058182""","""OP TX2 RCV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3945,3945,1,"SECI,170     ","""03058183""","""OP LTC TX2""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3946,3946,1,"SECI,171     ","""03058184""","""RD TX1 RAV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,149.9837,1,,5,1
3947,3947,1,"SECI,172     ","""03058185""","""RD TX1 RBV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,149.9837,1,,5,1
3948,3948,1,"SECI,173     ","""03058186""","""RD TX1 RCV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,149.9837,1,,5,1
3949,3949,1,"SECI,174     ","""03058187""","""RD TX1 REG A TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3950,3950,1,"SECI,175     ","""03058188""","""RD TX1 REG B TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3951,3951,1,"SECI,176     ","""03058189""","""RD TX1 REG C TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3952,3952,1,"SECI,177     ","""03058190""","""RD TX2 RAV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3953,3953,1,"SECI,178     ","""03058191""","""RD TX2 RBV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3954,3954,1,"SECI,179     ","""03058192""","""RD TX2 RCV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3955,3955,1,"SECI,180     ","""03058193""","""RD TX2 LTC TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,39.9165,1,,9,1
3956,3956,1,"SECI,181     ","""03058194""","""DI TX1 RAV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3957,3957,1,"SECI,182     ","""03058195""","""DI TX1 RBV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3958,3958,1,"SECI,183     ","""03058196""","""DI TX1 RCV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3959,3959,1,"SECI,184     ","""03058197""","""DI TX1 LTC TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3960,3960,1,"SECI,185     ","""03058198""","""DI TX2 RAV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3961,3961,1,"SECI,186     ","""03058199""","""DI TX2 RBV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3962,3962,1,"SECI,187     ","""03058200""","""DI TX2 RCV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3963,3963,1,"SECI,188     ","""03058201""","""DI TX2 LTC TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3964,3964,1,"SECI,189     ","""03058202""","""MI TX1 RAV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3965,3965,1,"SECI,190     ","""03058203""","""MI TX1 RBV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3966,3966,1,"SECI,191     ","""03058204""","""MI TX1 RCV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3967,3967,1,"SECI,192     ","""03058205""","""MI TX1 LTC TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3968,3968,1,"SECI,193     ","""03058206""","""MI TX2 RAV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3969,3969,1,"SECI,194     ","""03058207""","""MI TX2 RBV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3970,3970,1,"SECI,195     ","""03058208""","""MI TX2 RCV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3971,3971,1,"SECI,196     ","""03058209""","""MI TX2 LTC TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3972,3972,1,"SECI,197     ","""03058210""","""RS TX1 RAV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3973,3973,1,"SECI,198     ","""03058211""","""RS TX1 RBV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3974,3974,1,"SECI,199     ","""03058212""","""RS TX1 RCV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3975,3975,1,"SECI,200     ","""03058213""","""RS TX1 LTC TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3976,3976,1,"SECI,201     ","""03058214""","""RS TX2 RAV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3977,3977,2,"FR,WT      ","""04049039""","""FR TOTAL WATTS""",049,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,3,1
3978,3978,2,"FR,PMT     ","""04049040""","""SPARE ANALOG""",049,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
3979,3979,2,"BC,TX2PHT  ","""04007083""","""BC SOUTH TX2 PREV HR TOT""",007,16,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3980,3980,1,"SECI,65      ","""03058215""","""BC 6W55 MV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,216000.1,1,,4,1
3981,3981,1,"GL,RAV     ","""03046036""","""TX REG A VOLTS FROM 2431""",046,1,127.5  ,129  ,0,0,150  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3982,3982,2,"BC,TX2PDT  ","""04007084""","""BC SOUTH TX2 PREV DY TOT""",007,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3983,3983,1,"MX,1C      ","""03033036""","""MX BKR 1 C AMPS""",033,3,400  ,440  ,0,0,480  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0126,1,,1,1
3984,3984,1,"DI,T2HST3  ","""03001078""","""TX2 WINDING 3 TEMP""",001,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,12,1
3985,3985,1,"WB,W6144A  ","""03052004""","""WB W6144 A PHASE AMPS""",052,6,200  ,230  ,0,0,250  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
3986,3986,1,"WB,W6144B  ","""03052005""","""WB W6144 B PHASE AMPS""",052,6,200  ,230  ,0,0,250  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
3987,3987,1,"WB,W6144C  ","""03052006""","""WB W6144 C PHASE AMPS""",052,6,200  ,230  ,0,0,250  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
3988,3988,1,"WB,AV      ","""03052007""","""WB 311 A VOLTS""",052,6,130  ,132  ,0,0,155  ,110,108  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,354.5404,1,,5,1
3989,3989,1,"WB,BV      ","""03052008""","""WB 311 B VOLTS""",052,6,130  ,132  ,0,0,155  ,110,108  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,354.5404,1,,5,1
3990,3990,1,"WB,CV      ","""03052009""","""WB 311 C VOLTS""",052,6,130  ,132  ,0,0,155  ,110,108  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,354.5404,1,,5,1
3991,3991,1,"WB,DCV     ","""03052010""","""WB DC VOLTS""",052,6,135  ,136.5  ,0,0,140  ,128.5,126.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,5,1
3992,3992,1,"SECI,202     ","""03058216""","""RS TX2 RBV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3993,3993,1,"SECI,203     ","""03058217""","""RS TX2 RCV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3994,3994,1,"SECI,204     ","""03058218""","""RS TX2 LTC TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3995,3995,1,"SECI,205     ","""03058219""","""FI TX1 RAV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3996,3996,1,"SECI,206     ","""03058220""","""FI TX1 RBV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
3997,3997,2,"HL,CHR     ","""04070025""","""HL CUR HOUR DEMAND TOT""",070,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3998,3998,1,"HA,RATAP1  ","""03020035""","""HA TX1 REG A TAP POS""",020,7,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9922,1,,9,1
3999,3999,2,"HL,CDY     ","""04070026""","""HAILE CUR DAY DEMAND TOT""",070,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
4000,4000,2,"HL,PDY     ","""04070027""","""HL PREV DAY KW TOTAL""",070,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
4001,4001,2,"HL,CMT     ","""04070028""","""HL CUR MONTH DEMAND TOT""",070,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
4002,4002,1,"RV,MV2-    ","""03031067""","""TX2 VARS LEAD""",031,6,5000  ,6000  ,0,0,14400  ,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,65504.0,1,,4,1
4003,4003,2,"HL,CALI    ","""04070029""","""HAIL CALC P DEMAND TOT""",070,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
4004,4004,1,"SECI,207     ","""03058221""","""FI TX1 RCV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
4005,4005,1,"SECI,208     ","""03058222""","""FI TX1 LTC TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
4006,4006,1,"SECI,209     ","""03058223""","""FI TX2 RAV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
4007,4007,1,"SECI,210     ","""03058224""","""FI TX2 RBV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
4008,4008,1,"SECI,211     ","""03058225""","""FI TX2 RCV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
4009,4009,1,"SECI,212     ","""03058226""","""FI TX2 LTC TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
4010,4010,1,"SECI,213     ","""03058227""","""FI TX3 RAV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
4011,4011,1,"SECI,214     ","""03058228""","""FI TX3 RBV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
4012,4012,1,"SECI,215     ","""03058229""","""FI TX3 RCV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
4013,4013,1,"SECI,216     ","""03058230""","""FI TX3 LTC TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
4014,4014,1,"SECI,217     ","""03058231""","""GC TX RAV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
4015,4015,1,"SECI,218     ","""03058232""","""GC TX RBV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
4016,4016,1,"SECI,219     ","""03058233""","""GC TX RCV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
4017,4017,1,"SECI,220     ","""03058234""","""GC TX LTC TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
4018,4018,1,"SECI,221     ","""03058235""","""LA TX RAV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
4019,4019,1,"SECI,222     ","""03058236""","""LA TX RBV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
4020,4020,1,"SECI,223     ","""03058237""","""LA TX RCV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
4021,4021,1,"SECI,224     ","""03058238""","""LA TX LTC TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
4022,4022,1,"SECI,225     ","""03058239""","""BY TX1 RAV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
4023,4023,1,"SECI,226     ","""03058240""","""BY TX1 RBV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
4024,4024,1,"SECI,227     ","""03058241""","""BY TX1 RCV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
4025,4025,1,"SECI,228     ","""03058242""","""BY TX1 LTC TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
4026,4026,1,"SECI,229     ","""03058243""","""BY TX2 RAV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
4027,4027,1,"SECI,230     ","""03058244""","""BY TX2 RBV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
4028,4028,1,"SECI,231     ","""03058245""","""BY TX2 RCV""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
4029,4029,1,"SECI,232     ","""03058246""","""BY TX2 LTC TAP POS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
4030,4030,1,"LC,W655A   ","""03023077""","""TUSTENUGGEE W655 A AMPS""",023,3,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
4031,4031,1,"GC,KWPHR1  ","""03022035""","""TX1 KW METER""",022,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,196512.0,1,,10,1
4032,4032,2,"SPR,KWPHR2  ","""04067159""","""MODEL""",067,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
4033,4033,2,"LC,CDY     ","""04023053""","""CURRENT DAY DEMAND""",023,15,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
4034,4034,2,"LC,CHR     ","""04023054""","""CURRENT HOUR DEMAND""",023,15,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
4035,4035,2,"LC,CMT     ","""04023055""","""CURR MONTH TOTAL""",023,15,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
4036,4036,1,"BC,6W55W   ","""03007030""","""BC 6W55 WATTS""",007,3,83000  ,85000  ,0,0,103500  ,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,197816.5,1,,3,1
4037,4037,1,"BC,6W56W   ","""03007031""","""BC 6W56 WATTS""",007,3,83000  ,85000  ,0,0,103500  ,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,210134.5,1,,3,1
4038,4038,1,"FSP,W34A    ","""03034001""","""W34 A PHASE AMPS""",034,5,460  ,510  ,0,0,560  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,299.9999,1,,1,1
4039,4039,1,"FSP,W34B    ","""03034002""","""W34 B PHASE AMPS""",034,5,460  ,510  ,0,0,560  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,299.9999,1,,1,1
