record,OrderNo,Type,Name_match,Key,Name,Stn,AOR,"77,0","77,1","77,2","77,3","77,4","78,0","78,1","78,2","78,3","78,4","91,1","91,2","91,3","91,4","91,5",pScale EU_Hi,AlarmGrp,ICAddress,pUNIT,RawCountFormat
42,42,1,"LA,3A      ","""03012020""","""LA BRK 3 A AMPS BKR TRIP""",012,4,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0126,1,,1,1
43,43,1,"LA,3B      ","""03012021""","""LA BRK 3 B AMPS BKR TRIP""",012,4,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0126,1,,1,1
44,44,1,"LA,3C      ","""03012022""","""LA BRK 3 C AMPS BKR TRIP""",012,4,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0126,1,,1,1
45,45,1,"LA,LTC1    ","""03012023""","""LA LTC1 TAP POS""",012,4,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
46,46,2,"LA,CALI    ","""04012001""","""LAKE ASBURY CALI DEMAND""",012,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
47,47,2,"LA,CDY     ","""04012002""","""LA CUR DAY DEMAND""",012,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
48,48,2,"LA,CHR     ","""04012003""","""LA CUR HOUR DEMAND""",012,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
49,49,2,"LA,CMT     ","""04012004""","""LA CUR MONTH DEMAND""",012,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
50,50,2,"LA,MUL     ","""04012005""","""LAKE ASBURY MULTIPLIER""",012,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
51,51,1,"LA,P1      ","""03012024""","""LAKE PULSE ACCUMULATOR 1""",012,4,999995,999996,0,0,999999,1,-2  ,0,0,-4  ,0.0,0.0,0.0,1.0,1.0,4.8,1,,3,1
52,52,2,"LA,PDY     ","""04012006""","""LA PREV DAY DEMAND""",012,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
53,53,2,"LA,PFAVG   ","""04012007""","""LA POWER FACTOR AVG""",012,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
54,54,2,"LA,PHR     ","""04012008""","""LA PREVIOUS H0UR DEMAND""",012,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
55,55,2,"LA,PMT     ","""04012009""","""LA PREV MONTH DEMAND""",012,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
56,56,2,"LA,SOEPT   ","""04012010""","""""",012,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
57,57,2,"LA,STAGE   ","""04012011""","""LA REGULATOR STAGE""",012,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,11,1
58,58,1,"DI,TX1TMP  ","""03001001""","""DI TX1 TANK OIL TEMP""",001,3,105  ,125  ,0,0,150  ,-5,-10  ,0,0,-300  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,12,1
59,59,1,"WH,2KW     ","""03021001""","""WH FDR 2 WATTS""",021,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,20470.0,1,,3,1
60,60,1,"RV,RBV2    ","""03031001""","""TX2 REG B VOLT""",031,6,127.5  ,129  ,0,0,150  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
61,61,1,"BW,KWPHR1  ","""03015010""","""BW PTX1 KW PREV HOUR""",015,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,196512.0,1,,10,1
62,62,1,"WB,6144W   ","""03052001""","""WB W6144 WATTS""",052,3,17000  ,18000  ,0,0,20000  ,-10,-500  ,0,0,-1000  ,0.0,0.0,0.0,1.0,1.0,100000.0,1,,3,1
63,63,1,"SN,KWPHR1  ","""03064001""","""SN TX1 KW PREV HR""",064,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,196512.0,1,,10,1
64,64,1,"BN,KWPHR1  ","""03039001""","""BN TX1 KW PREV HR (KWH)""",039,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,147384.0,1,,10,1
65,65,1,"FL,KWPHR1  ","""03032001""","""FL TX1 PREV HOUR""",032,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,196512.0,1,,10,1
66,66,1,"WH,2C      ","""03021002""","""WH BKR 2C AMPS""",021,5,450  ,500  ,0,0,550  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0001,1,,1,1
67,67,1,"MI,T2HST2  ","""03011001""","""MI TX2 WINDING 2 TEMP""",011,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,12,1
68,68,1,"MI,TX2ABT  ","""03011002""","""MI TX2AMBIENT TEMP""",011,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,12,1
69,69,1,"LC,W6205B  ","""03023001""","""TU W6205 B PHASE AMPS""",023,3,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
70,70,2,"RD,STAGE2  ","""04036001""","""REGULATOR STAGE #2""",036,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,11,1
71,71,2,"SPR,RBTAP2  ","""04067001""","""SA REG B TAP CHGR POS""",067,6,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9922,1,,9,1
72,72,1,"MI,5A      ","""03011003""","""MI BKR 5 A AMPS""",011,3,400  ,440  ,0,0,480  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0003,1,,1,1
73,73,1,"MI,5B      ","""03011004""","""MI BKR 5 B AMPS""",011,3,400  ,440  ,0,0,480  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0003,1,,1,1
74,74,1,"MI,5C      ","""03011005""","""MI BKR 5 C AMPS""",011,3,400  ,440  ,0,0,480  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0003,1,,1,1
75,75,2,"RV,CALI2   ","""04031001""","""RV TX2 CALC DEMAND""",031,6,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
76,76,2,"MX,2TOT    ","""04033001""","""BRK 2 AMP TOTAL""",033,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
77,77,2,"MX,3TOT    ","""04033002""","""BRK 3 AMP TOTAL""",033,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
78,78,1,"MX,AV1     ","""03033001""","""MX TX1 A PH BUS VOLTS""",033,3,140  ,142  ,0,0,145  ,115,112  ,0,0,110  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
79,79,1,"MX,BV1     ","""03033002""","""MX TX1 B PH BUS VOLTS""",033,3,140  ,142  ,0,0,145  ,115,112  ,0,0,110  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
80,80,1,"MX,CV1     ","""03033003""","""MX TX1 C PH BUS VOLTS""",033,3,140  ,142  ,0,0,145  ,115,112  ,0,0,110  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
81,81,1,"MI,4KW     ","""03011006""","""MI BKR 4 WATTS""",011,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,20470.0,1,,3,1
82,82,1,"PH,RATAP   ","""03025001""","""REG A TAP CHGR POS""",025,5,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9922,1,,9,1
83,83,1,"MI,3A      ","""03011007""","""MI BKR 3A AMPS""",011,3,400  ,440  ,0,0,480  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0003,1,,1,1
84,84,1,"MI,3B      ","""03011008""","""MI BKR 3B AMPS""",011,3,400  ,440  ,0,0,480  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0003,1,,1,1
85,85,1,"MI,4A      ","""03011009""","""MI BKR 4 A AMPS""",011,3,400  ,440  ,0,0,480  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0003,1,,1,1
86,86,1,"MI,4B      ","""03011010""","""MI BKR 4 B AMPS""",011,3,400  ,440  ,0,0,480  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0003,1,,1,1
87,87,1,"MI,4C      ","""03011011""","""MI BKR 4 C AMPS""",011,3,400  ,440  ,0,0,480  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0003,1,,1,1
88,88,2,"OP,HRTBT4  ","""04016001""","""COMMLINE #4 HEARTBEAT""",016,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
89,89,2,"OP,RC      ","""04016002""","""CHANNEL FOUR RETRY COUNT""",016,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
90,90,1,"AL,RAV1    ","""03017002""","""ALACHUA TX1 REG A VOLTS""",017,5,127.5  ,129  ,0,0,150  ,120,118  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
91,91,1,"AL,RBV1    ","""03017003""","""ALACHUA TX1 REG B VOLTS""",017,5,127.5  ,129  ,0,0,150  ,119.5,118  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
92,92,1,"AL,RCV1    ","""03017004""","""ALACHUA TX1 REG C VOLTS""",017,5,127.5  ,129  ,0,0,150  ,120,118  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
93,93,1,"AL,TX1A    ","""03017005""","""AL TX1 A AMPS C/S TRIP""",017,5,520  ,540  ,0,0,557  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,818.8,1,,1,1
94,94,1,"AL,TX1B    ","""03017006""","""AL TX1 B AMPS C/S TRIP""",017,5,520  ,540  ,0,0,557  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,818.8,1,,1,1
95,95,1,"AL,TX1C    ","""03017007""","""AL TX1 C AMPS C/S TRIP""",017,5,520  ,540  ,0,0,557  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,818.8,1,,1,1
96,96,1,"AL,TX1W    ","""03017008""","""ALACHUA TX1 WATTS""",017,5,17000  ,18000  ,0,0,20000  ,-10,-500  ,0,0,-1000  ,0.0,0.0,0.0,1.0,1.0,32752.0,1,,3,1
97,97,1,"RV,RCV2    ","""03031002""","""TX2 REG C VOLT""",031,6,127.5  ,129  ,0,0,150  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
98,98,2,"AL,PMT2    ","""04017001""","""AL TX2 PREV MONTH TOTAL""",017,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
99,99,2,"AL,CMTT    ","""04017002""","""AL TOT CUR MONTH DMD""",017,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
100,100,1,"AL,LTC1    ","""03017009""","""AL TX1 LD TAP CHGR POS""",017,4,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
101,101,1,"AL,1A      ","""03017010""","""AL BRK 1 A AMPS BKR TRIP""",017,5,450  ,475  ,0,0,504  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0001,1,,1,1
102,102,1,"AL,1B      ","""03017011""","""AL BRK 1 B AMPS BKR TRIP""",017,5,450  ,475  ,0,0,504  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0001,1,,1,1
103,103,1,"AL,1C      ","""03017012""","""AL BRK 1 C AMPS BKR TRIP""",017,5,450  ,475  ,0,0,504  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0001,1,,1,1
104,104,1,"AL,2A      ","""03017013""","""AL BRK 2 A AMPS BKR TRIP""",017,5,450  ,475  ,0,0,504  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0001,1,,1,1
105,105,1,"AL,2B      ","""03017014""","""AL BRK 2 B AMPS BKR TRIP""",017,5,450  ,475  ,0,0,504  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0001,1,,1,1
106,106,1,"AL,2C      ","""03017015""","""AL BRK 2 C AMPS BKR TRIP""",017,5,450  ,475  ,0,0,504  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0001,1,,1,1
107,107,1,"AL,3A      ","""03017016""","""AL BRK 3 A AMPS BKR TRIP""",017,5,450  ,475  ,0,0,504  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0001,1,,1,1
108,108,1,"AL,3B      ","""03017017""","""AL BRK 3 B AMPS BKR TRIP""",017,5,450  ,475  ,0,0,504  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0001,1,,1,1
109,109,1,"AL,3C      ","""03017018""","""AL BRK 3 C AMPS BKR TRIP""",017,5,450  ,475  ,0,0,504  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0001,1,,1,1
110,110,1,"AL,DCV     ","""03017019""","""AL DC VOLTS""",017,5,135  ,136.5  ,0,0,140  ,128.5,126.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,149.9999,1,,5,1
111,111,1,"AL,RAV2    ","""03017020""","""ALACHUA TX2 REG A VOLTS""",017,5,127.5  ,129  ,0,0,150  ,120,119  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
112,112,1,"AL,RBV2    ","""03017021""","""ALACHUA TX2 REG B VOLTS""",017,5,127.5  ,129  ,0,0,150  ,120,119  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
113,113,1,"AL,RCV2    ","""03017022""","""ALACHUA TX2 REG C VOLTS""",017,5,127.5  ,129  ,0,0,150  ,120,119  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
114,114,1,"AL,TX2A    ","""03017023""","""AL TX2 LS A AMPS""",017,5,775  ,800  ,0,0,834  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1228.2,1,,1,1
115,115,1,"AL,TX2B    ","""03017024""","""AL TX2 LS B AMPS""",017,5,775  ,800  ,0,0,834  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1228.2,1,,1,1
116,116,1,"AL,TX2C    ","""03017025""","""AL TX2 LS C AMPS""",017,5,775  ,800  ,0,0,834  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1228.2,1,,1,1
117,117,1,"AL,TX2W    ","""03017026""","""ALACHUA TX2 WATTS""",017,5,29000  ,31000  ,0,0,33000  ,-10,-500  ,0,0,-1000  ,0.0,0.0,0.0,1.0,1.0,49128.0,1,,3,1
118,118,1,"SG,2C      ","""03008002""","""BKR 2 C AMPS BKR TRIP""",008,7,440  ,490  ,0,0,540  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9999,1,,1,1
119,119,1,"LY,PF1M    ","""03042001""","""LY TX1 POWER FACTOR""",042,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,6,1
120,120,2,"CEC,SEMPK   ","""04053001""","""SECI CURRENT MONTH PEAK""",053,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
121,121,1,"MI,TX1W    ","""03011012""","""MI TX1 WATTS""",011,3,38000  ,40000  ,0,0,44800  ,-38000,-40000  ,0,0,-44800  ,0.0,0.0,0.0,1.0,1.0,65504.0,1,,3,1
122,122,1,"KH,T       ","""03038001""","""KH TEMPERATURE""",038,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,150.0,1,,13,1
123,123,1,"MX,RCTAP1  ","""03033004""","""MX TX1 REG C TAP POS""",033,3,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9922,1,,9,1
124,124,1,"HL,TX2FRQ  ","""03070001""","""HL TX2 FREQUENCY""",070,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,7,1
125,125,1,"SS,LTC1    ","""03045001""","""SS LTC1 TAP POS""",045,1,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9922,1,,9,1
126,126,2,"RS,CHRT    ","""04027001""","""RS ACCUM CUR HOUR TOT""",027,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
127,127,2,"LC,TUW     ","""04023002""","""TU,W =LC W655W""",023,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,3,1
128,128,1,"MI,RBV2    ","""03011013""","""MI TX2 REG B VOLTS""",011,3,127.5  ,129  ,0,0,150  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
129,129,1,"MI,RCV2    ","""03011014""","""MI TX2 REG C VOLTS""",011,3,127.5  ,129  ,0,0,150  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
130,130,1,"MI,TX2A    ","""03011015""","""MI TX2 LS A AMPS""",011,3,1450  ,1500  ,0,0,1549  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1637.6,1,,1,1
131,131,2,"MI,WT      ","""04011001""","""MIDDLEBURG WATT TOTAL""",011,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,3,1
132,132,2,"PP,W       ","""04037001""","""WATTS""",037,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
133,133,2,"AL,PHRT    ","""04017003""","""AL PREV HR DEMAND TOTAL""",017,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
134,134,1,"MI,MV1     ","""03011016""","""MI TX1 VARS LAG""",011,3,5000  ,6000  ,0,0,14400  ,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,65504.0,1,,4,1
135,135,1,"MI,2A      ","""03011017""","""MI BKR 2A AMPS""",011,3,400  ,440  ,0,0,480  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0003,1,,1,1
136,136,1,"MI,2B      ","""03011018""","""MI BKR 2B AMPS""",011,3,400  ,440  ,0,0,480  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0003,1,,1,1
137,137,1,"MI,2C      ","""03011019""","""MI BKR 2C AMPS""",011,3,400  ,440  ,0,0,480  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0003,1,,1,1
138,138,1,"BC,6W55MV  ","""03007001""","""BC BKR 6W55 VARS""",007,3,55000  ,60000  ,0,0,103500  ,-10000,-12000  ,0,0,-15000  ,0.0,0.0,0.0,1.0,1.0,108000.0,1,,4,1
139,139,1,"BN,4KW     ","""03039002""","""BN FDR 4 WATTS""",039,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,20470.0,1,,3,1
140,140,2,"SEM,PEAK    ","""04048001""","""SEM PEAK""",048,2,10000  ,10000  ,0,0,10000  ,-100,-300  ,0,0,-400  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,14,1
141,141,2,"CEC,PEAK    ","""04053002""","""CEC LM PEAK""",053,2,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,14,1
142,142,2,"MN,SOEPT   ","""04040001""","""""",040,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
143,143,2,"LA,KVAAVG  ","""04012012""","""LA KVA AVERAGE""",012,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,3,1
144,144,1,"GT,P1      ","""03043001""","""PULSE ACCUMULATOR CEC""",043,7,999995,999996,0,0,999999,1,-2  ,0,0,-4  ,0.0,0.0,0.0,1.0,1.0,3.6,1,,3,1
145,145,1,"WO,DCV     ","""03073001""","""WO DC VOLTS""",073,3,135.5  ,136.5  ,0,0,140  ,128.5,126.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,149.9835,1,,5,1
146,146,2,"SECI,MOBTXW  ","""04058001""","""MOBILE TX WATTS CALC 133""",058,9,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,3,1
147,147,1,"FI,T1HST1  ","""03019001""","""TX1 WINDING 1 TEMP""",019,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,12,1
148,148,1,"KH,WNDSPD  ","""03038002""","""KH WIND SPEED""",038,1,35  ,74  ,0,0,99  ,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,100.0,1,,2,1
149,149,3,"PS,PF      ","""99055001""","""PERVENT CALCED FAILURE""",055,10,3400  ,3500  ,0,0,3750  ,-10,-500  ,0,0,-1000  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,3,1
150,150,1,"FI,T1HST2  ","""03019002""","""TX1 WINDING 2 TEMP""",019,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,12,1
151,151,1,"LC,KVA2M   ","""03023002""","""LC TX2 KVA METER""",023,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,65504.0,1,,8,1
152,152,2,"KH,CALI1   ","""04038003""","""KH 1 CALI DEMAND""",038,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
153,153,2,"WA,PDY     ","""04004001""","""PREVIOUS DAY DEMAND""",004,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
154,154,2,"HA,SOEPT   ","""04020001""","""""",020,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
155,155,2,"FR,PT      ","""04049001""","""PULSE TOTAL""",049,6,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,3,1
156,156,2,"SA,CMT     ","""04056001""","""SA CUR MONTH DEMAND""",056,6,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
157,157,1,"SA,1A      ","""03056001""","""SA BKR 1 A AMPS""",056,6,270  ,290  ,0,0,312  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9999,1,,1,1
158,158,2,"GL,PDY     ","""04046001""","""PREVIOUS DAY DEMAND""",046,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
159,159,2,"CEC,14MUL   ","""04053003""","""FOR 714.4 FDR KW""",053,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
160,160,2,"BC,PDYT    ","""04007001""","""BLK CRK PREV DAY DEMAND""",007,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
161,161,1,"CA,2PF     ","""03010001""","""BKR 2 POWER FACTOR""",010,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,6,1
162,162,2,"AL,PT      ","""04017004""","""FPC PULSE ADDED""",017,4,999995,999996,0,0,999999,0,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,3,1
163,163,1,"RV,P1      ","""03031003""","""TX1 ACCUMULATOR""",031,6,999995,999996,0,0,999999,-1,-2  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,4.8336,1,,3,1
164,164,1,"FW,RAV1    ","""03006001""","""FW TX1 REG A VOLTS""",006,5,127.5  ,128.5  ,0,0,133  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
165,165,1,"CA,LTC1    ","""03010002""","""CA TX1 LTC POS IND""",010,5,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9922,1,,9,1
166,166,1,"PH,DCV     ","""03025002""","""PH DC VOLTS 48 VOLT SYS""",025,5,54  ,56  ,0,0,140  ,44,42  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,149.9836,1,,5,1
167,167,1,"SS,P1      ","""03045002""","""SS PULSE ACCUMULATOR 1""",045,1,999995,999996,0,0,999999,1,-2  ,0,0,-2  ,0.0,0.0,0.0,1.0,1.0,4.8,1,,3,1
168,168,1,"SG,FREQ    ","""03008003""","""SG FREQUENCY""",008,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,7,1
169,169,1,"SG,1PF     ","""03008004""","""FDR 1 POWER FACTOR""",008,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,6,1
170,170,1,"SG,PFM     ","""03008005""","""POWER FACTOR METER""",008,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,6,1
