* 
	5	ANALOG	0	1	3	4	5	10	23	24	42	77,4	77,1	77,0	78,0	78,1	78,4	91,1	91,2	91,3	91,4	91,5	66
*	record	OrderNo	Type	Key	Name	Stn	AOR	pUNIT	pScale EU_Hi	AlarmGrp	77,4	77,1	77,0	78,0	78,1	78,4	NomPairInactive91,1	91,2	91,3	91,4	91,5	ICAddress
	157	157	2	"04056001"	"SA CUR MONTH DEMAND"	056	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	158	158	1	"03056001"	"SA BKR 1 A AMPS"	056	6	1	599.9999	1	312  	290  	270  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	159	159	2	"04046001"	"PREVIOUS DAY DEMAND"	046	1	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	160	160	2	"04053003"	"FOR 714.4 FDR KW"	053	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	161	161	2	"04007001"	"BLK CRK PREV DAY DEMAND"	007	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	162	162	1	"03010001"	"BKR 2 POWER FACTOR"	010	5	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	163	163	2	"04017004"	"FPC PULSE ADDED"	017	4	3	1.0	1	999999	999996	999995	0	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	164	164	1	"03031003"	"TX1 ACCUMULATOR"	031	6	3	4.8336	1	999999	999996	999995	-1	-2  	-10  	0.0	0.0	0.0	1.0	1.0	
	165	165	2	"04053004"	"DIRECT SERV INST"	053	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	166	166	1	"03006001"	"FW TX1 REG A VOLTS"	006	5	5	204.7	1	133  	128.5  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	167	167	1	"03010002"	"CA TX1 LTC POS IND"	010	5	11	15.9922	1	16.5  	16  	15  	-15	-16  	-16.5  	0.0	0.0	0.0	1.0	1.0	
	168	168	1	"03025002"	"PH DC VOLTS 48 VOLT SYS"	025	5	5	149.9836	1	140  	56  	54  	44	42  	-10  	0.0	0.0	0.0	1.0	1.0	
	169	169	1	"03017027"	"AL TX2 OIL TEMP"	017	5	13	249.9978	1	150  	125  	105  	-5	-10  	-300  	0.0	0.0	0.0	1.0	1.0	
	170	170	1	"03008003"	"SG FREQUENCY"	008	7	9	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	171	171	1	"03008004"	"FDR 1 POWER FACTOR"	008	7	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	172	172	1	"03008005"	"POWER FACTOR METER"	008	7	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	173	173	1	"03010003"	"BKR 1 POWER FACTOR"	010	5	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	174	174	1	"03022001"	"GREEN COVE WATTS"	022	4	3	65504.0	1	20000  	18000  	17000  	-10	-500  	-1000  	0.0	0.0	0.0	1.0	1.0	
	175	175	1	"03022002"	"GC BRK 2A AMPS BKR TRP"	022	4	1	599.9999	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	176	176	1	"03022003"	"GC BRK 2B AMPS BKR TRP"	022	4	1	599.9999	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	177	177	1	"03022004"	"GC BRK 2C AMPS BKR TRP"	022	4	1	599.9999	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	178	178	2	"04007002"	"BLK CRK MULTIPLIER"	007	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	179	179	2	"04007003"	"BC 6W57 AVGAMP*VOLT"	007	3	3	1.0	1	380000  	340000  	300000  	-10	-1000  	-2000  	0.0	0.0	0.0	1.0	1.0	
	180	180	2	"04028001"	"GP POWER FACTOR AVG"	028	5	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	181	181	1	"03008006"	"FDR 2 POWER FACTOR"	008	7	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	182	182	1	"03022005"	"GC 3B AMPS-BKR TRIP"	022	4	1	599.9999	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	183	183	1	"03023003"	"TU W6208 C PHASE AMPS"	023	3	1	1.0	1	600  	550  	500  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	184	184	1	"03046001"	"BUS VOLTS A"	046	1	5	204.7	1	145  	142  	140  	115	112  	110  	0.0	0.0	0.0	1.0	1.0	
	185	185	1	"03046002"	"BUS VOLTS B"	046	1	5	204.7	1	145  	142  	140  	115	112  	110  	0.0	0.0	0.0	1.0	1.0	
	186	186	1	"03046003"	"BUS VOLTS C"	046	1	5	204.7	1	145  	142  	140  	115	112  	110  	0.0	0.0	0.0	1.0	1.0	
	187	187	1	"03004001"	"TX LTC POS IND"	004	1	11	15.9922	1	16.5  	16  	15  	-15	-16  	-16.5  	0.0	0.0	0.0	1.0	1.0	
	188	188	1	"03027001"	"TX1 KW METER"	027	3	7	196512.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	189	189	2	"04067002"	"MODEL"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	190	190	1	"03058001"	"BC TX2 MVA"	058	13	4	2047000.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	191	191	1	"03058002"	"BC TX3 KWATTS"	058	13	15	2047000.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	192	192	1	"03058003"	"BC TX3 MVARS"	058	13	4	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	193	193	1	"03058004"	"WO GEN #8 KWATTS"	058	13	3	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	194	194	1	"03058005"	"WO GEN #9 KWATTS"	058	13	3	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	195	195	1	"03058006"	"WO GEN #7 KWATTS"	058	13	3	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	196	196	1	"03058007"	"WE GEN #2 KWATTS"	058	13	3	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	197	197	2	"04023002"	"LC BRK 1 AMP TOTAL"	023	3	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	198	198	2	"04023003"	"LC BRK 2 AMP TOTAL"	023	3	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	199	199	2	"04023004"	"LC BRK 3 AMP TOTAL"	023	3	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	200	200	1	"03058008"	"WE MWATTS TOT"	058	10	3	131008.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	201	201	1	"03058009"	"RD MWATTS TOT"	058	10	3	131008.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	202	202	2	"04007004"	"BC TX1  CALC WATTS"	007	3	3	1.0	1	380000  	340000  	300000  	-10	-1000  	-2000  	0.0	0.0	0.0	1.0	1.0	
	203	203	2	"04023005"	"LC 1 CALI DEMAND"	023	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	204	204	1	"03007002"	"BC 6W57 C AMPS BKR FAIL"	007	3	1	799.9999	1	1000  	800  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	205	205	1	"03007003"	"BC BKR 6W57 WATTS"	007	3	3	144000.0	1	127500  	125000  	123000  	-10	-1000  	-2000  	0.0	0.0	0.0	1.0	1.0	
	206	206	1	"03007004"	"BC BKR 6W57 VARS"	007	3	4	144000.0	1	103500  	60000  	55000  	-55000	-60000  	-90000  	0.0	0.0	0.0	1.0	1.0	
	207	207	1	"03007005"	"BC 115KV BKR 6W54 A AMPS"	007	3	1	799.9999	1	1000  	800  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	208	208	1	"03007006"	"BC 115KV BKR 6W54 B AMPS"	007	3	1	799.9999	1	1000  	800  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	209	209	1	"03007007"	"BC 115KV BKR 6W54 C AMPS"	007	3	1	799.9999	1	1000  	800  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	210	210	1	"03007008"	"BC BKR 6W54 WATTS"	007	3	3	144000.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	211	211	1	"03007009"	"BC BKR 6W54 VARS"	007	3	4	162423.0	1	103500  	60000  	55000  	-55000	-60000  	-90000  	0.0	0.0	0.0	1.0	1.0	
	212	212	1	"03007010"	"BC 115KV BKR 6W51 A AMPS"	007	3	1	799.9999	1	1000  	800  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	213	213	1	"03007011"	"BC 115KV BKR 6W51 B AMPS"	007	3	1	799.9999	1	1000  	800  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	214	214	1	"03007012"	"BC 115KV BKR 6W51 C AMPS"	007	3	1	799.9999	1	1000  	800  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	215	215	1	"03007013"	"BC 6W51 WATTS NO GOOD"	007	3	3	144000.0	1	103500  	85000  	83000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	216	216	1	"03007014"	"BC BKR 6W51 VARS"	007	3	4	144000.0	1	103500  	60000  	55000  	-55000	-60000  	-90000  	0.0	0.0	0.0	1.0	1.0	
	217	217	2	"04023006"	"LC 2 CALI DEMAND"	023	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	218	218	2	"04023007"	"LC 1 CUR DAY DEMAND"	023	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	219	219	2	"04023008"	"LC 2 CUR DAY DEMAND"	023	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	220	220	1	"03007015"	"BC 6W57 A AMPS BKR FAIL"	007	3	1	799.9999	1	1000  	800  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	221	221	1	"03023004"	"LC TX1 KVA METER"	023	3	10	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	222	222	2	"04023009"	"LAKE CITY CALC DEMAND"	023	15	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	223	223	2	"04023010"	"PREVIOUS DAY DEMAND"	023	15	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	224	224	2	"04023011"	"PREVIOUS HOUR DEMAND"	023	15	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	225	225	1	"03007016"	"BC 6W57 B AMPS BKR FAIL"	007	3	1	799.9999	1	1000  	800  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	226	226	2	"04023012"	"LC 1 CUR HR DEMAND"	023	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	227	227	1	"03007017"	"BC TX1 LD TAP CHGR POS"	007	3	11	40.9369	1	32  	31  	30  	3	2  	1  	0.0	0.0	0.0	1.0	1.0	
	228	228	1	"03007018"	"BC TX2 LD TAP CHGR POS"	007	3	11	40.9369	1	32  	31  	30  	3	2  	1  	0.0	0.0	0.0	1.0	1.0	
	229	229	1	"03007019"	"BLK CRK N REG P2P VOLTS"	007	3	5	149.9836	1	150  	123  	122.5  	116	111  	-10  	0.0	0.0	0.0	1.0	1.0	
	230	230	1	"03007020"	"BLK CRK S REG P2P VOLTS"	007	3	5	149.9835	1	150  	123  	122.5  	116	111  	-10  	0.0	0.0	0.0	1.0	1.0	
	231	231	1	"03008007"	"BKR 1 A AMPS BKR TRIP"	008	7	1	599.9999	1	540  	490  	440  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	232	232	1	"03008008"	"BKR 1 B AMPS BKR TRIP"	008	7	1	599.9999	1	540  	490  	440  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	233	233	1	"03008009"	"BKR 1 C AMPS BKR TRIP"	008	7	1	599.9999	1	540  	490  	440  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	234	234	1	"03004002"	"WALDO DC VOLTS"	004	1	5	149.998	1	140  	136.5  	135  	128.5	126.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	235	235	2	"04020002"	"HAMMOND CALC DEMAND"	020	7	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	236	236	2	"04020003"	"CURRENT DAY DEMAND"	020	7	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	237	237	2	"04020004"	"CURRENT HOUR DEMAND"	020	7	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	238	238	2	"04020005"	"HA CUR MONTH DEMAND"	020	7	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	239	239	1	"03058010"	"BC TX1 MVARS"	058	13	4	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	240	240	1	"03031004"	"FDR 2 POWER FACTOR"	031	6	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	241	241	1	"03023005"	"LC TX1 POWER FACTOR MET"	023	3	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	242	242	1	"03033005"	"MX BKR 1 POWER FACTOR"	033	3	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	243	243	2	"04067003"	"MODEL"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	244	244	1	"03058011"	"RS TX1 MV LAG"	058	13	4	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	245	245	1	"03058012"	"LA MV LEAD"	058	13	4	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	246	246	1	"03004003"	"WA TX B AMP"	004	1	1	1637.6	1	644  	594  	544  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	247	247	1	"03004004"	"WA TX A AMP"	004	1	1	1637.6	1	644  	594  	544  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	248	248	2	"04036002"	"BRK 1 AMP TOTAL"	036	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	249	249	2	"04007005"	"BLK CRK PREV MONTH DEMAN"	007	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	250	250	2	"04036003"	"BRK 3 AMP TOTAL"	036	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	251	251	2	"04036004"	"BRK 2 AMP TOTAL"	036	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	252	252	2	"04067004"	"MODEL"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	253	253	1	"03002001"	"TX1 KW PREV HOUR"	002	3	7	393024.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	254	254	2	"04053005"	"SYS TOTAL P + WT/BC"	053	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	255	255	2	"04053006"	"SECI PULSE TOTAL"	053	4	3	1.0	1	999999	999996	999995	0	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	256	256	2	"04053007"	"CEC PULSE TOT + BC WT"	053	4	3	1.0	1	999999	999996	999995	0	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	257	257	1	"03010004"	"CA TX1 LS A AMPS"	010	5	1	818.8	1	554  	510  	450  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	258	258	1	"03010005"	"CA TX1 LS C AMPS"	010	5	1	818.8	1	554  	510  	450  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	259	259	1	"03010006"	"CA TX1 LS B AMPS"	010	5	1	818.8	1	554  	510  	450  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	260	260	2	"04053008"	"CEC SYS INS GEN TOT"	053	4	7	1.0	1	500628  	498128  	495628  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	261	261	2	"04012013"	"LA POLE ERROR"	012	4	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	262	262	3	"99055002"	"BAD POINT READS WAY HIGH"	055	10	10	1.0	1	7500  	4500  	3750  	-3750	-4500  	-7500  	0.0	0.0	0.0	1.0	1.0	
	263	263	2	"04053009"	"GENERATOR WATT SUBTOTAL"	053	6	3	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	264	264	2	"04053010"	"FPL INST"	053	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	265	265	2	"04060001"	"FA REG AVG"	060	5	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	266	266	1	"03058013"	"BC TX3 MVA"	058	13	4	2047000.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	267	267	2	"04053011"	"DEF INST"	053	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	268	268	1	"03036001"	"TX2 KW METER"	036	3	7	196512.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	269	269	1	"03003001"	"BKR 4 B AMPS BKR TRIP"	003	5	1	599.9999	1	480  	440  	420  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	270	270	1	"03008010"	"SG TEMPERATURE"	008	7	14	121.9999	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	271	271	1	"03003002"	"BKR 4 C AMPS BKR TRIP"	003	5	1	599.9999	1	480  	440  	420  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	272	272	2	"04064001"	""	064	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	273	273	2	"04037002"	"MULTIPLIER"	037	7	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	274	274	1	"03004005"	"WALDO 2A AMPS BKR TRIP"	004	1	1	599.9958	1	600  	550  	500  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	275	275	3	"99055003"	"PERVENT CALCED FAILURE"	055	10	10	1.0	1	7500  	4500  	3750  	-3750	-4500  	-7500  	0.0	0.0	0.0	1.0	1.0	
	276	276	1	"03004006"	"WA FDR 3 POWER FACTOR"	004	1	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	277	277	1	"03009001"	"FM PULSE ACCUMULATOR 1"	009	7	3	4.8	1	999999	999996	999995	1	-5  	-10  	0.0	0.0	0.0	1.0	1.0	
	278	278	1	"03015011"	"BW FDR 3A AMPS"	015	4	1	799.9981	1	800  	750  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	279	279	1	"03051001"	"C VOLTS"	051	3	5	354.131	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	280	280	1	"03073002"	"WO TX1 POWER FACTOR"	073	3	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	281	281	2	"04029001"	""	029	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	282	282	2	"04023013"	"LC BRK 5 AMP TOTAL"	023	3	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	283	283	2	"04002001"	"BY CALI TOTAL"	002	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	284	284	1	"03060002"	"FA FDR 4 POWER FACTOR"	060	5	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	285	285	2	"04048002"	"REG THRESHOLD"	048	10	16	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	286	286	1	"03023006"	"LC TX1 REG C VOLTS"	023	3	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	287	287	1	"03004007"	"POWER FACTOR METER"	004	1	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	288	288	2	"04067005"	"MODEL"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	289	289	1	"03038003"	"TX2 WINDING 2 TEMP"	038	1	13	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	290	290	1	"03023007"	"TU W6208 POWER FACTOR"	023	3	6	2.047	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	291	291	1	"03001002"	"TX2 WINDING 2 TEMP"	001	3	13	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	292	292	2	"04067006"	"SPARE ANALOG"	067	10	10	1.0	1	999999	999996	0  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	293	293	1	"03008011"	"SG LD TAP CHAG POS"	008	7	11	15.9922	1	16.5  	16  	15  	-15	-16  	-16.5  	0.0	0.0	0.0	1.0	1.0	
	294	294	1	"03008012"	"SG FDR 1 WATTS"	008	7	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	295	295	2	"04073001"	""	073	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	296	296	1	"03043002"	"GT TX1 A PH BUS VOLTS"	043	7	5	204.7	1	145  	142  	140  	115	112  	110  	0.0	0.0	0.0	1.0	1.0	
	297	297	1	"03043003"	"GT TX1 B PH BUS VOLTS"	043	7	5	204.7	1	145  	142  	140  	115	112  	110  	0.0	0.0	0.0	1.0	1.0	
	298	298	1	"03043004"	"GT C VOLTS"	043	7	5	204.7	1	145  	142  	140  	115	112  	110  	0.0	0.0	0.0	1.0	1.0	
	299	299	1	"03043005"	"GT TX1 A AMPS"	043	7	1	2456.4	1	736  	686  	636  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	300	300	1	"03070002"	"TX2 POWER FACTOR METER"	070	5	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	301	301	1	"03033006"	"MX TX1 VARS LEAD"	033	3	4	98256.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	302	302	3	"99063001"	"CHANN EIGHT RETRY COUNT"	063	12	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	303	303	3	"99063002"	"COMMLINE #8 HEARTBEAT"	063	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	304	304	1	"03060003"	"FA KVA METER"	060	5	10	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	305	305	1	"03019003"	"TX1 WINDING 3 TEMP"	019	4	13	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	306	306	1	"03058014"	"BW MVD LAG"	058	13	4	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	307	307	1	"03058015"	"BW MVR LEAD"	058	13	4	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	308	308	1	"03058016"	"DB TX1 MVD LAG"	058	13	4	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	309	309	1	"03058017"	"DB TX2 MVR LEAD"	058	13	4	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	310	310	1	"03058018"	"DB3 MVD LAG"	058	13	4	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	311	311	1	"03058019"	"DB TX3 MVR LEAD"	058	13	4	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	312	312	1	"03058020"	"DI2 MVD LAG"	058	13	4	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	313	313	1	"03058021"	"DI TX2 MVR LEAD"	058	13	4	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	314	314	1	"03058022"	"MI TX1 MVD LAG"	058	13	4	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	315	315	1	"03058023"	"MI TX2 MVR LEAD"	058	13	4	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	316	316	1	"03058024"	"OP MVD LAG"	058	13	4	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	317	317	1	"03058025"	"BY TX2 MV LEAD"	058	13	4	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	318	318	1	"03046004"	"TX REG B VOLTS FROM 2431"	046	1	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	319	319	2	"04058002"	"SECI 230 WATT TOTAL"	058	10	3	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	320	320	1	"03023008"	"TX1 ACCUMULATOR"	023	3	3	4.8	1	999999	999996	999995	1	-2  	-4  	0.0	0.0	0.0	1.0	1.0	
	321	321	2	"04046002"	"GL KVA AVERAGE"	046	1	3	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
