* 
	5	ANALOG	0	1	3	4	5	10	23	24	42	77,4	77,1	77,0	78,0	78,1	78,4	91,1	91,2	91,3	91,4	91,5	66
*	record	OrderNo	Type	Key	Name	Stn	AOR	pUNIT	pScale EU_Hi	AlarmGrp	77,4	77,1	77,0	78,0	78,1	78,4	NomPairInactive91,1	91,2	91,3	91,4	91,5	ICAddress
	3293	3293	1	"03074018"	"AS DC VOLTS"	074	7	5	149.9835	1	140  	136.5  	135  	128.5	126.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3294	3294	1	"03074019"	"AS BKR 1 A AMPS"	074	7	1	600.0001	1	432  	400  	375  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3295	3295	1	"03074020"	"AS BKR 1 B AMPS"	074	7	1	600.0001	1	432  	400  	375  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3296	3296	1	"03074021"	"AS BKR 1 C AMPS"	074	7	1	600.0001	1	432  	400  	375  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3297	3297	1	"03074022"	"AS BKR 2 A AMPS"	074	7	1	600.0001	1	468  	435  	400  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3298	3298	1	"03074023"	"AS BKR 2 B AMPS"	074	7	1	600.0001	1	468  	435  	400  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3299	3299	1	"03074024"	"AS BKR 2 C AMPS"	074	7	1	600.0001	1	468  	435  	400  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3300	3300	1	"03074025"	"AS BKR 3 A AMPS"	074	7	1	600.0001	1	468  	435  	400  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3301	3301	1	"03074026"	"AS BKR 3 B AMPS"	074	7	1	600.0001	1	468  	435  	400  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3302	3302	1	"03074027"	"AS BKR 3 C AMPS"	074	7	1	600.0001	1	468  	435  	400  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3303	3303	1	"03074028"	"AS TX1 REG A PH VOLTS"	074	7	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3304	3304	1	"03074029"	"AS TX1 REG B PH VOLTS"	074	7	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3305	3305	1	"03074030"	"AS TX1 REG C PH VOLTS"	074	7	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3306	3306	1	"03074031"	"AS BKR 1 WATTS"	074	7	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3307	3307	1	"03074032"	"AS BKR 2 WATTS"	074	7	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3308	3308	1	"03074033"	"AS BKR 3 WATTS"	074	7	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3309	3309	1	"03074034"	"AS BKR 1 POWER FACTOR"	074	7	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3310	3310	1	"03074035"	"AS BKR 2 POWER FACTOR"	074	7	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3311	3311	1	"03074036"	"AS BKR 3 POWER FACTOR"	074	7	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3312	3312	2	"04074008"	"AS BRK 1 AMP TOTAL"	074	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3313	3313	2	"04074009"	"AS BRK 2 AMP TOTAL"	074	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3314	3314	2	"04074010"	"AS BRK 3 AMP TOTAL"	074	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3315	3315	2	"04074011"	"ASTOR CALC DEMAND"	074	7	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3316	3316	2	"04074012"	"CURRENT DAY DEMAND"	074	7	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3317	3317	2	"04074013"	"CURRENT HOUR DEMAND"	074	7	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3318	3318	2	"04074014"	"CURRENT MONTH DEMAND"	074	7	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3319	3319	1	"03039020"	"BN TX1 FREQUENCY"	039	3	9	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3320	3320	2	"04074015"	"MULTIPLIER"	074	7	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3321	3321	1	"03073031"	"WO 1A AMPS BKR TRIP"	073	3	1	600.0001	1	540  	490  	440  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3322	3322	1	"03073032"	"WO 1B AMPS BKR TRIP"	073	3	1	600.0001	1	540  	490  	440  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3323	3323	1	"03073033"	"WO 1C AMPS BKR TRIP"	073	3	1	600.0001	1	540  	490  	440  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3324	3324	1	"03073034"	"WO 2A AMPS BKR TRIP"	073	3	1	600.0001	1	540  	490  	440  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3325	3325	1	"03073035"	"WO 2B AMPS BKR TRIP"	073	3	1	600.0001	1	540  	490  	440  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3326	3326	1	"03073036"	"WO 2C AMPS BKR TRIP"	073	3	1	600.0001	1	540  	490  	440  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3327	3327	1	"03073037"	"WO 3A AMPS BKR TRIP"	073	3	1	600.0001	1	540  	490  	440  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3328	3328	1	"03073038"	"WO 3B AMPS BKR TRIP"	073	3	1	600.0001	1	540  	490  	440  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3329	3329	1	"03073039"	"WO 3C AMPS BKR TRIP"	073	3	1	600.0001	1	540  	490  	440  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3330	3330	1	"03073040"	"WO GEN #7 WATTS"	073	3	3	1.0	1	1675  	1650  	100  	-100	-150  	-200  	0.0	0.0	0.0	1.0	1.0	
	3331	3331	1	"03073041"	"WO GEN 7 VARS"	073	3	4	1.0	1	5400  	5000  	4000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3332	3332	1	"03073042"	"WO GEN 7 POWER FACTOR"	073	3	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3333	3333	1	"03073043"	"WO GEN #8 WATTS"	073	3	3	1.0	1	1675  	1650  	100  	-100	-150  	-200  	0.0	0.0	0.0	1.0	1.0	
	3334	3334	1	"03073044"	"WO GEN 8 VARS"	073	3	4	1.0	1	5400  	5000  	4000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3335	3335	1	"03073045"	"WO GEN 8 POWER FACTOR"	073	3	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3336	3336	1	"03073046"	"WO GEN #9 WATTS"	073	3	3	1.0	1	1675  	1650  	100  	-100	-150  	-200  	0.0	0.0	0.0	1.0	1.0	
	3337	3337	1	"03073047"	"WO GEN 9 VARS"	073	3	4	1.0	1	5400  	5000  	4000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3338	3338	1	"03073048"	"WO GEN 9 POWER FACTOR"	073	3	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3339	3339	1	"03047004"	"TX REG B VOLTS FROM 2431"	047	1	5	415.541	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3340	3340	1	"03030034"	"SS VARS LEAD"	030	7	4	32752.0	1	5400  	5000  	4000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3341	3341	2	"04061002"	"PREVIOUS DAY DEMAND"	061	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3342	3342	2	"04061003"	"HW POWER FACTOR AVG"	061	6	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3343	3343	2	"04061004"	"PREVIOUS HOUR DEMAND"	061	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3344	3344	1	"03061003"	"HW ACCUMULATOR FPL"	061	6	3	1.2	1	999999	999996	999995	1	-2  	-3  	0.0	0.0	0.0	1.0	1.0	
	3345	3345	1	"03058072"	"FI MWATTS TOT"	058	10	3	196512.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3346	3346	2	"04007070"	"BC TX2 & 3 CALC WATTS"	007	3	3	1.0	1	380000  	340000  	300000  	-10	-1000  	-2000  	0.0	0.0	0.0	1.0	1.0	
	3347	3347	1	"03019098"	"FI LTC1 OIL TEMP"	019	4	13	1.0	1	150  	125  	105  	-5	-10  	-300  	0.0	0.0	0.0	1.0	1.0	
	3348	3348	1	"03007025"	"BC 115KV BKR 6W55 A AMPS"	007	3	1	600.0001	1	1500  	800  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3349	3349	1	"03007026"	"BC 115KV BKR 6W55 B AMPS"	007	3	1	600.0001	1	1500  	800  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3350	3350	1	"03007027"	"BC 115KV BKR 6W55 C AMPS"	007	3	1	600.0001	1	1500  	800  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3351	3351	1	"03004029"	"WA PREVIOUS HOUR DEMAND"	004	1	7	196512.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3352	3352	1	"03023067"	"LC TX1 PREV HOUR DEMAND"	023	1	7	196512.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3353	3353	1	"03023068"	"LC TX2 PREV HOUR DEMAND"	023	1	7	196512.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3354	3354	2	"04023030"	"PREV MONTH TOTAL"	023	15	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3355	3355	1	"03007028"	"BC TX3 LD TAP CHGR POS"	007	3	11	40.9369	1	32  	31  	30  	3	2  	1  	0.0	0.0	0.0	1.0	1.0	
	3356	3356	2	"04061005"	"PREV MONTH TOTAL"	061	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3357	3357	2	"04061006"	""	061	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3358	3358	2	"04061007"	"HW REGULATOR STAGE"	061	10	12	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3359	3359	2	"04061008"	"HW KVA AVERAGE"	061	6	3	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3360	3360	1	"03061004"	"HW A VOLTS"	061	6	5	204.7	1	145  	142  	140  	115	112  	110  	0.0	0.0	0.0	1.0	1.0	
	3361	3361	1	"03061005"	"HW B VOLTS"	061	6	5	204.7	1	145  	142  	140  	115	112  	110  	0.0	0.0	0.0	1.0	1.0	
	3362	3362	1	"03061006"	"HW C VOLTS"	061	6	5	204.7	1	145  	142  	140  	115	112  	110  	0.0	0.0	0.0	1.0	1.0	
	3363	3363	1	"03061007"	"HW TXA AMPS C/S TRIP"	061	6	1	818.8	1	1297  	1247  	1197  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3364	3364	1	"03061008"	"HW TXB AMPS C/S TRIP"	061	6	1	818.8	1	1104  	1075  	1050  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3365	3365	1	"03061009"	"HW TXC AMPS C/S TRIP"	061	6	1	818.8	1	1104  	1075  	1050  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3366	3366	1	"03061010"	"HW TX1 WATTS"	061	6	3	16376.0	1	22400  	20000  	19000  	-10	-400  	-1000  	0.0	0.0	0.0	1.0	1.0	
	3367	3367	1	"03041042"	"ME LTC TANK OIL TEMP"	041	5	13	1.0	1	120  	115  	100  	-5	-10  	-300  	0.0	0.0	0.0	1.0	1.0	
	3368	3368	1	"03061011"	"HW TX1 POWER FACTOR"	061	6	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3369	3369	1	"03061012"	"HW TX1 FREQUENCY"	061	6	9	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3370	3370	1	"03061013"	"HW TX1 KVA METER"	061	6	10	16376.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3371	3371	1	"03061014"	"HW TX1 VARS LAG"	061	6	4	16376.0	1	5400  	5000  	4000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3372	3372	1	"03061015"	"HW TX1 VARS LEAD"	061	6	4	16376.0	1	5400  	5000  	4000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3373	3373	1	"03061016"	"HW BRK 1 A AMPS"	061	6	1	600.0003	1	360  	330  	300  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3374	3374	1	"03061017"	"HW BRK 1 B AMPS"	061	6	1	600.0003	1	360  	330  	300  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3375	3375	1	"03061018"	"HW BRK 1 A AMPS"	061	6	1	600.0003	1	360  	330  	300  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3376	3376	1	"03061019"	"HW BRK 2 A AMPS"	061	6	1	600.0003	1	360  	330  	300  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3377	3377	1	"03061020"	"HW BRK 2 B AMPS"	061	6	1	600.0003	1	360  	330  	300  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3378	3378	1	"03061021"	"HW BRK 2 C AMPS"	061	6	1	600.0003	1	360  	330  	300  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3379	3379	1	"03061022"	"HW BRK 3 A AMPS"	061	6	1	600.0003	1	360  	330  	300  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3380	3380	1	"03061023"	"HW BRK 3 B AMPS"	061	6	1	600.0003	1	360  	330  	300  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3381	3381	1	"03061024"	"HW BRK 3 C AMPS"	061	6	1	600.0003	1	360  	330  	300  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3382	3382	1	"03061025"	"HW BRK 4 A AMPS"	061	6	1	600.0001	1	360  	330  	300  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3383	3383	1	"03061026"	"HW BRK 4 B AMPS"	061	6	1	600.0003	1	360  	330  	300  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3384	3384	1	"03061027"	"HW BRK 4 C AMPS"	061	6	1	600.0003	1	360  	330  	300  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3385	3385	1	"03061028"	"HW DC VOLTS"	061	6	5	149.9816	1	140  	136.5  	135  	128.5	126.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3386	3386	1	"03061029"	"HW TX1 REG A VOLTS"	061	6	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3387	3387	1	"03061030"	"HW TX1 REG B VOLTS"	061	6	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3388	3388	1	"03061031"	"HW TX1 REG C VOLTS"	061	6	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3389	3389	1	"03061032"	"HW BKR 1 WATTS"	061	6	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3390	3390	1	"03061033"	"HW BKR 2 WATTS"	061	6	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3391	3391	1	"03061034"	"HW BKR 3 WATTS"	061	6	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3392	3392	1	"03061035"	"HW BKR 4 WATTS"	061	6	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3393	3393	1	"03061036"	"HW BKR 1 POWER FACTOR"	061	6	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3394	3394	1	"03061037"	"HW BKR 2 POWER FACTOR"	061	6	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3395	3395	1	"03061038"	"HW BKR 3 POWER FACTOR"	061	6	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3396	3396	1	"03061039"	"HW BKR 4 POWER FACTOR"	061	6	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3397	3397	2	"04061009"	"HW BRK 2 AMP TOTAL"	061	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3398	3398	2	"04061010"	"HW BRK 3 AMP TOTAL"	061	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3399	3399	2	"04061011"	"HW BRK 4 AMP TOTAL"	061	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3400	3400	1	"03070018"	"TX2 REG A VOLTS 387E"	070	5	5	204.7	1	150  	129  	125  	117	115.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3401	3401	1	"03041043"	"ME TX AMBIENT TEMP"	041	1	13	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3402	3402	1	"03070019"	"TX2 C AMPS"	070	5	1	8188.0	1	4425  	4250  	4000  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3403	3403	2	"04027014"	"TX1 KVA AVERAGE"	027	5	3	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3404	3404	2	"04038033"	"KH WIND DIR 1MIN SAMPLE"	038	1	13	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3405	3405	1	"03032024"	"FL BKR 2 C AMPS"	032	1	1	600.0126	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3406	3406	1	"03032025"	"FL TX1 REG C VOLTS"	032	1	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3407	3407	1	"03032026"	"FL TX1 WATTS"	032	1	3	65504.0	1	20000  	18000  	17000  	-10	-500  	-1000  	0.0	0.0	0.0	1.0	1.0	
	3408	3408	1	"03032027"	"FL TX1 LS B AMPS"	032	1	1	1637.6	1	693  	643  	593  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3409	3409	1	"03032028"	"FL TX1 FREQUENCY"	032	1	9	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3410	3410	1	"03032029"	"FL BKR 4 C AMPS"	032	1	1	600.0126	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3411	3411	1	"03032030"	"FL BKR 3 B AMPS"	032	1	1	600.0126	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3412	3412	1	"03032031"	"FL BKR 2 WATTS"	032	1	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3413	3413	2	"04070005"	"TX2 AMP TOTAL"	070	5	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3414	3414	1	"03061040"	"HW ACCUMULATOR CEC"	061	6	3	1.2	1	999999	999996	999995	1	-2  	-3  	0.0	0.0	0.0	1.0	1.0	
	3415	3415	2	"04060018"	"FA REGULATOR STAGE2"	060	10	12	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3416	3416	1	"03025029"	"PH TXA AMPS C/S TRIP"	025	5	1	818.8	1	1430  	1410  	1380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3417	3417	1	"03025030"	"PH TXB AMPS C/S TRIP"	025	5	1	818.8	1	1480  	1410  	1380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3418	3418	1	"03025031"	"PH TXC AMPS C/S TRIP"	025	5	1	818.8	1	1430  	1410  	1380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3419	3419	1	"03025032"	"PH FREQUENCY"	025	5	9	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3420	3420	1	"03025033"	"PH VARS LEAD"	025	5	4	16376.0	1	5400  	5000  	4000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3421	3421	1	"03025034"	"PH FDR 3 POWER FACTOR"	025	5	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3422	3422	1	"03025035"	"PH FDR 4 POWER FACTOR"	025	5	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3423	3423	2	"04053180"	"SYSTEM TOTAL"	053	10	3	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3424	3424	1	"03038060"	"KH GEN 13 WATTS"	038	1	3	1.0	1	1675  	1650  	100  	-100	-150  	-200  	0.0	0.0	0.0	1.0	1.0	
	3425	3425	1	"03031057"	"TX1 VARS LEAD"	031	6	4	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3426	3426	1	"03008029"	"SG TX1 B AMPS C/S TRIP"	008	7	1	409.4	1	672  	622  	572  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3427	3427	1	"03006042"	"FW TX1 FREQUENCY"	006	5	9	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3428	3428	1	"03018005"	"FB 311 B VOLTS"	018	6	5	3582.25	1	155  	132  	130  	110	108  	-10  	0.0	0.0	0.0	1.0	1.0	
	3429	3429	1	"03018006"	"FB 311 C VOLTS"	018	6	5	3582.25	1	155  	132  	130  	110	108  	-10  	0.0	0.0	0.0	1.0	1.0	
	3430	3430	1	"03018007"	"FB DC VOLTS"	018	6	5	1.0	1	140  	138.5  	138  	128.5	126.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3431	3431	1	"03026007"	"HB DC VOLTS"	026	6	5	1.0	1	142  	140.5  	138  	130.5	128.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3432	3432	1	"03016055"	"OP FDR 1 POWER FACTOR"	016	3	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3433	3433	1	"03016056"	"OP FDR2 POWER FACTOR"	016	3	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3434	3434	1	"03016057"	"OP FDR3 POWER FACTOR"	016	3	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3435	3435	1	"03016058"	"OP FDR4 POWER FACTOR"	016	3	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3436	3436	1	"03016059"	"OP FDR5 POWER FACTOR"	016	3	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3437	3437	1	"03016060"	"OP FDR6 POWER FACTOR"	016	3	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3438	3438	1	"03016061"	"OP FDR7 POWER FACTOR"	016	3	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3439	3439	1	"03016062"	"OP FDR8 POWER FACTOR"	016	3	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3440	3440	1	"03015036"	"BW TX1 FREQUENCY"	015	10	""	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3441	3441	1	"03015037"	"BW TX1 KVA METER"	015	10	""	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3442	3442	1	"03015038"	"BW TX1 VARS LEAD"	015	10	""	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3443	3443	1	"03015039"	"BW TX1 POWER FACTOR"	015	4	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3444	3444	1	"03027002"	"TX2 KW METER"	027	3	7	196512.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3445	3445	2	"04067137"	"MODEL"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3446	3446	1	"03036063"	"TX2 ACCUMULATOR"	036	4	3	4.8	1	999999	999996	999995	1	-2  	-4  	0.0	0.0	0.0	1.0	1.0	
	3447	3447	1	"03011047"	"MI LTC2 TAP POS"	011	3	11	15.9666	1	16.5  	16  	15  	-15	-16  	-16.5  	0.0	0.0	0.0	1.0	1.0	
	3448	3448	1	"03011048"	"MI TX1 WINDING 1 TEMP"	011	3	13	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3449	3449	1	"03011049"	"MI TX1 WINDING 2 TEMP"	011	3	13	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3450	3450	1	"03011050"	"MI TX1 WINDING 3 TEMP"	011	3	13	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3451	3451	1	"03011051"	"MI TX1 TANK OIL TEMP"	011	3	13	1.0	1	120  	100  	80  	-5	-10  	-300  	0.0	0.0	0.0	1.0	1.0	
	3452	3452	1	"03011052"	"MI LTC1 OIL TEMP"	011	3	13	1.0	1	120  	100  	80  	-5	-10  	-300  	0.0	0.0	0.0	1.0	1.0	
